Feature	Gain
Column_153	430480.7634148598
Column_1737	246119.53049182892
Column_16	152948.47880983353
Column_1708	75402.3302822113
Column_105	65717.72954511642
Column_1443	59161.13081073761
Column_1710	58577.55830001831
Column_25	50591.292687654495
Column_14	47320.73063516617
Column_1721	43638.74126338959
Column_26	42090.6807012558
Column_49	35406.170813560486
Column_20	30930.656648159027
Column_1445	29399.91875553131
Column_24	27008.245329856873
Column_1457	24066.006987571716
Column_19	23552.460989952087
Column_154	22742.46214580536
Column_1458	21671.695484876633
Column_50	20908.11231136322
Column_1446	20189.48055267334
Column_1415	17561.906685352325
Column_134	16742.397527694702
Column_31	16380.039430141449
Column_145	16301.413937568665
Column_1709	15621.49239730835
Column_135	14024.750305652618
Column_1433	13241.682804584503
Column_151	11591.365262508392
Column_9	11002.77744960785
Column_169	10768.72751569748
Column_1259	10042.772447109222
Column_1444	9625.560813903809
Column_15	9505.695251464844
Column_1495	8923.3949508667
Column_733	8584.975633621216
Column_1392	7604.7090673446655
Column_131	7546.014874458313
Column_62	7322.383351802826
Column_1254	7308.905663967133
Column_8	7064.9778299331665
Column_136	6741.1794600486755
Column_48	6705.26575255394
Column_29	6698.440802574158
Column_675	6555.356417179108
Column_1533	6396.5302476882935
Column_1701	6321.578592300415
Column_526	5926.534911870956
Column_10	5857.14745426178
Column_125	5709.630100250244
Column_79	5556.720578193665
Column_23	5291.491324901581
Column_1685	5265.935411930084
Column_1427	4841.751025676727
Column_485	4652.752324581146
Column_163	4537.755197048187
Column_528	4521.471703052521
Column_1436	4493.157231330872
Column_1391	4457.456190824509
Column_1605	4286.309029579163
Column_1416	4197.381753444672
Column_108	4165.546999931335
Column_54	4099.45063829422
Column_795	4063.9319891929626
Column_1296	3956.502965927124
Column_800	3942.976200580597
Column_771	3895.529384613037
Column_1452	3833.4112391471863
Column_1255	3802.6114406585693
Column_494	3709.7988605499268
Column_1494	3638.7028379440308
Column_869	3624.964970111847
Column_3	3598.4121131896973
Column_486	3505.6601581573486
Column_1431	3491.839104652405
Column_1423	3484.7167081832886
Column_1535	3444.9903950691223
Column_1508	3412.3626432418823
Column_1434	3358.170217514038
Column_130	3350.6797704696655
Column_1703	3300.6694264411926
Column_1242	3231.217922449112
Column_503	3223.003876686096
Column_504	3204.3020753860474
Column_1385	3168.356504917145
Column_1501	3159.330783367157
Column_1507	3117.5321798324585
Column_1271	3116.3448343276978
Column_506	3086.0423827171326
Column_112	3055.0936331748962
Column_1655	2766.764802455902
Column_1045	2766.288239002228
Column_1606	2758.6702303886414
Column_1699	2738.646816253662
Column_1884	2732.110275745392
Column_129	2673.4280123710632
Column_4	2662.0194187164307
Column_36	2657.350469350815
Column_70	2608.879065513611
Column_1435	2577.8039088249207
Column_1455	2546.179283618927
Column_360	2522.333333969116
Column_566	2487.2100987434387
Column_1412	2454.4912695884705
Column_1432	2411.5198526382446
Column_1583	2397.0681476593018
Column_147	2363.8514189720154
Column_768	2353.791525363922
Column_818	2347.5078134536743
Column_113	2339.164885997772
Column_313	2327.6211199760437
Column_833	2320.3097763061523
Column_1140	2318.2589960098267
Column_1265	2278.7597889900208
Column_1428	2277.3945140838623
Column_1493	2263.450851917267
Column_781	2225.2086596488953
Column_527	2183.496030330658
Column_464	2174.994644165039
Column_1425	2154.600113391876
Column_804	2145.8303570747375
Column_1261	2134.504928588867
Column_298	2130.7630939483643
Column_817	2125.644857406616
Column_1206	2122.802444934845
Column_175	2121.9851775169373
Column_1295	2121.97709941864
Column_1496	2078.1631846427917
Column_462	2057.44189786911
Column_1369	2047.3581490516663
Column_505	2045.3739671707153
Column_1309	2044.1270048618317
Column_1468	2018.8014936447144
Column_1667	2013.9570107460022
Column_1536	1979.944477558136
Column_823	1977.0014605522156
Column_783	1976.831102848053
Column_792	1975.4895753860474
Column_27	1963.8424515724182
Column_1503	1962.7724118232727
Column_1311	1961.5746383666992
Column_1663	1941.6365928649902
Column_2	1940.685118675232
Column_825	1926.2471799850464
Column_405	1915.5777864456177
Column_925	1904.5915927886963
Column_1096	1894.6667819023132
Column_306	1853.8002676963806
Column_798	1834.5871200561523
Column_751	1810.0219798088074
Column_1293	1809.732316493988
Column_1310	1808.79927110672
Column_28	1801.0344696044922
Column_1228	1781.8898181915283
Column_870	1756.3890166282654
Column_316	1752.0738997459412
Column_1345	1735.1087293624878
Column_30	1726.90744972229
Column_759	1722.4500017166138
Column_1505	1718.9720463752747
Column_1347	1694.1668162345886
Column_132	1689.2648372650146
Column_767	1682.3086471557617
Column_133	1678.707094669342
Column_676	1663.7524180412292
Column_752	1662.7781338691711
Column_1062	1660.68146276474
Column_565	1659.22345495224
Column_110	1655.53817653656
Column_1204	1653.3964228630066
Column_1060	1647.595775604248
Column_1424	1642.1546840667725
Column_1439	1633.5030398368835
Column_785	1630.9623498916626
Column_1790	1619.195894241333
Column_1686	1619.020046710968
Column_784	1617.186095714569
Column_993	1608.1698126792908
Column_772	1606.813781261444
Column_774	1600.6517548561096
Column_1012	1586.8215951919556
Column_1138	1585.621379852295
Column_318	1583.444046497345
Column_1017	1577.2302045822144
Column_1557	1573.584047794342
Column_875	1572.7323825359344
Column_1230	1564.3131408691406
Column_314	1550.7292065620422
Column_1256	1549.4629459381104
Column_158	1540.8620262145996
Column_822	1533.53378200531
Column_1260	1523.6040406227112
Column_1661	1523.6011047363281
Column_1061	1523.0732221603394
Column_1582	1522.578634262085
Column_5	1501.0936617851257
Column_819	1499.6395225524902
Column_1237	1493.9934148788452
Column_157	1490.844969034195
Column_171	1479.6383018493652
Column_443	1473.4934945106506
Column_1658	1466.9884815216064
Column_482	1464.010715007782
Column_824	1459.194676399231
Column_1702	1451.3998703956604
Column_1009	1451.031900882721
Column_986	1445.529348373413
Column_495	1436.307388305664
Column_143	1417.1392378807068
Column_107	1409.2036662101746
Column_1403	1406.591501235962
Column_1469	1404.3184118270874
Column_1301	1404.2861585617065
Column_114	1399.323649406433
Column_109	1399.0180659294128
Column_796	1392.167670249939
Column_1504	1383.3583273887634
Column_111	1368.9037289619446
Column_1172	1368.852075099945
Column_1506	1365.2612142562866
Column_1617	1353.9653329849243
Column_982	1337.3254318237305
Column_309	1325.4373321533203
Column_1176	1323.3258118629456
Column_152	1321.5456709861755
Column_1222	1319.360535144806
Column_1229	1316.8962531089783
Column_288	1295.2552919387817
Column_18	1293.0756697654724
Column_689	1292.941071987152
Column_820	1288.7001237869263
Column_1389	1283.794972896576
Column_326	1269.835931777954
Column_1585	1267.1274237632751
Column_868	1264.5365591049194
Column_6	1264.0198273658752
Column_1018	1261.537139415741
Column_1645	1261.3232250213623
Column_121	1257.0297141075134
Column_837	1254.6882910728455
Column_1294	1254.0044617652893
Column_1346	1247.0205173492432
Column_1110	1244.4269881248474
Column_1689	1229.9547538757324
Column_1068	1215.0367178916931
