Feature	Gain
Column_153	120495.73293459415
Column_1737	51369.22718954086
Column_1708	33480.790702819824
Column_16	30752.919731140137
Column_1443	16214.966429710388
Column_25	15330.310462892056
Column_1710	14302.902505278587
Column_105	13984.171184778214
Column_20	10073.646914184093
Column_14	9838.800336956978
Column_26	9460.519100427628
Column_49	8531.797454953194
Column_169	8507.806297421455
Column_19	7504.837899804115
Column_1458	7213.786773443222
Column_50	6504.051720261574
Column_1445	6469.835965514183
Column_1709	6427.013098478317
Column_154	6289.347907006741
Column_1457	6014.07914686203
Column_135	5268.698838353157
Column_1415	5032.148173689842
Column_145	4702.555480599403
Column_1446	4453.744046151638
Column_3	4297.125094652176
Column_24	3867.6021180152893
Column_131	3473.495777964592
Column_151	3461.1992486715317
Column_31	3377.961220741272
Column_8	3364.3947326540947
Column_1259	3316.667765080929
Column_134	3273.3794314861298
Column_1433	3121.380568385124
Column_733	2687.9431722164154
Column_1254	2623.599080681801
Column_1533	2563.459350347519
Column_1495	2445.6519035100937
Column_9	2369.50840985775
Column_10	2289.6357494592667
Column_5	2230.474795937538
Column_4	2163.478408932686
Column_15	2068.151464819908
Column_1436	1943.8294485807419
Column_136	1906.289880514145
Column_79	1871.888356924057
Column_1392	1850.738274216652
Column_1423	1718.1913324594498
Column_1424	1667.7927895784378
Column_125	1655.118947148323
Column_1701	1648.6171180009842
Column_795	1603.8583339452744
Column_1428	1570.5395889282227
Column_62	1561.5828258991241
Column_171	1554.8609393239021
Column_494	1491.8052954673767
Column_1427	1489.0288949012756
Column_869	1467.961727142334
Column_1605	1462.6750720739365
Column_1494	1436.5091656446457
Column_163	1433.9499291181564
Column_23	1422.152444601059
Column_29	1395.7687575817108
Column_1655	1354.6468062400818
Column_800	1342.0153176784515
Column_771	1291.7809796333313
Column_2	1290.9143451452255
Column_54	1285.7044686079025
Column_1435	1279.813438653946
Column_675	1266.146143913269
Column_528	1263.7007743120193
Column_6	1258.8353391885757
Column_147	1233.482584953308
Column_1416	1232.5785020589828
Column_526	1215.2788499593735
Column_804	1196.4914548397064
Column_133	1190.829128742218
Column_792	1176.8574993610382
Column_1345	1176.1317788362503
Column_298	1148.8162381649017
Column_1242	1140.9257568120956
Column_48	1127.2106792926788
Column_1391	1124.6532423496246
Column_1432	1105.3018678426743
Column_1295	1102.7887383699417
Column_798	1097.6366533041
Column_1255	1093.2585561275482
Column_676	1089.6331173181534
Column_1385	1076.2499223351479
Column_111	1071.0763479471207
Column_130	1056.9951961040497
Column_506	1056.200682759285
Column_313	1039.6729663610458
Column_1412	1036.847573041916
Column_1685	1035.2806487083435
Column_110	1033.1827253103256
Column_485	1009.0036010742188
Column_1256	1006.9029359817505
Column_1507	1002.1226748228073
Column_175	995.8040298223495
Column_1411	992.3292297124863
Column_1431	975.5351030826569
Column_70	966.8101589679718
Column_1606	956.9287495613098
Column_158	956.7541408538818
Column_161	955.5856921076775
Column_1265	954.3538625240326
Column_818	954.3228631019592
Column_132	948.034391283989
Column_819	936.0779919624329
Column_1535	934.9713390469551
Column_1296	934.8931919336319
Column_1508	922.8844242691994
Column_505	900.1116824150085
Column_316	892.93331772089
Column_121	890.2783929109573
Column_817	883.0919969081879
Column_462	878.8477193117142
Column_95	876.5906594991684
Column_1884	865.652312040329
