Feature	Gain
Column_153	154282.90837669373
Column_1737	91421.78967285156
Column_16	57435.6496219635
Column_1708	43250.77530479431
Column_1710	39806.89407539368
Column_1721	38931.6719827652
Column_105	27979.263922691345
Column_1443	23491.45513343811
Column_25	21407.292727470398
Column_26	19431.512405395508
Column_14	17372.48094177246
Column_20	14387.122736930847
Column_49	13463.649249076843
Column_1445	12181.68902015686
Column_154	11801.028129577637
Column_1457	10220.064183235168
Column_50	10124.848508834839
Column_1709	9743.214158058167
Column_19	8817.170881271362
Column_1458	8611.330375671387
Column_169	8198.063130378723
Column_135	7765.661751747131
Column_1415	7578.6331033706665
Column_24	7066.214550018311
Column_31	6764.259260177612
Column_134	6760.399390220642
Column_1259	6389.134644508362
Column_1446	6177.42512512207
Column_1433	6095.982594490051
Column_145	5881.729947090149
Column_151	4591.740020751953
Column_1495	3984.1252012252808
Column_1264	3754.5001821517944
Column_171	3710.5677127838135
Column_15	3681.346091270447
Column_733	3322.4092378616333
Column_131	3309.121569633484
Column_1701	3280.5777769088745
Column_8	3253.01891040802
Column_1685	3234.694083213806
Column_62	3000.2435846328735
Column_1392	2826.202474594116
Column_29	2746.1923961639404
Column_136	2632.9763231277466
Column_1884	2535.391040802002
Column_23	2413.879609107971
Column_1254	2403.9337215423584
Column_79	2368.6375131607056
Column_1533	2319.4250917434692
Column_1790	2291.7677726745605
Column_10	2170.2960710525513
Column_125	2168.382598876953
Column_48	2131.4208936691284
Column_526	2076.8652896881104
Column_1436	2074.921895980835
Column_771	2046.9356832504272
Column_130	1922.3703937530518
Column_675	1829.6422882080078
Column_1427	1780.7735719680786
Column_1416	1739.0261030197144
Column_1455	1690.6447172164917
Column_485	1689.717402458191
Column_1309	1609.872389793396
Column_54	1595.6853094100952
Column_9	1558.724886894226
Column_869	1551.9585075378418
Column_494	1524.1955871582031
Column_1428	1512.088134765625
Column_795	1498.2373037338257
Column_1605	1498.059700012207
Column_1508	1496.594801902771
Column_528	1436.1531915664673
Column_163	1409.6266870498657
Column_3	1375.3072986602783
Column_1391	1373.4684019088745
Column_1434	1310.8504056930542
Column_108	1278.4229078292847
Column_175	1272.3500146865845
Column_1255	1241.899115562439
Column_147	1241.2514953613281
Column_504	1231.2636938095093
Column_1493	1224.4441871643066
Column_800	1211.8342685699463
Column_1271	1200.454197883606
Column_1425	1161.3324031829834
Column_1507	1145.0223054885864
Column_506	1134.594102859497
Column_1501	1128.731201171875
Column_486	1120.2598276138306
Column_1494	1114.3386096954346
Column_1664	1110.028889656067
Column_1385	1094.1125221252441
Column_1432	1084.9605016708374
Column_1452	1080.0827016830444
Column_774	1050.3742971420288
Column_298	1035.1042938232422
Column_1347	1035.073489189148
Column_503	1032.7334995269775
Column_341	1029.3520822525024
Column_1206	1018.063591003418
Column_112	1011.3749980926514
Column_676	1000.288402557373
Column_1242	995.625527381897
Column_1702	968.7360610961914
Column_129	962.1727075576782
Column_566	948.7376079559326
Column_1536	945.6604375839233
Column_36	941.5826625823975
Column_1435	940.7413721084595
Column_781	915.9659042358398
Column_1423	911.8028259277344
