Feature	Gain
ctrx_quarter_normalizado	71292.15314382222
rf_009_005	62428.355845315964
edad_x_mcaja_ahorro	12777.354392172594
mcaja_ahorro	12473.573819345504
mcuenta_corriente	11883.56727822224
mtarjeta_visa_consumo	10675.477930838708
ctarjeta_visa_zscore	9021.648028373253
rf_008_014	8124.75463234738
cpayroll_trx	6403.19932241959
num_productos_activos	4572.686440834543
ctarjeta_visa_transacciones_ratioavg6	4259.320688371605
mpayroll	4256.502149304375
cproductos_ratioavg6	3702.157267701521
mcuentas_saldo	3642.3864826914214
mactivos_margen	3319.1615257131634
cdescubierto_preacordado_tend6	2491.214396413474
ctarjeta_visa_transacciones	2373.0564046122017
Visa_mpagospesos	2053.480772893701
Visa_Finiciomora	1954.1782356695621
ccomisiones_mantenimiento_ratioavg6	1877.7406406538212
Visa_mpagominimo	1787.3619387471117
Visa_Finiciomora_delta1	1746.8885831894586
mcuenta_corriente_ratioavg6	1724.6818864055385
cdescubierto_preacordado	1622.6180553227314
cproductos	1537.87722390017
Visa_msaldototal	1528.368244222307
cliente_edad	1440.2560760076158
mrentabilidad_annual_max6	1420.1481552859186
mcuenta_corriente_tend6	1394.950597195304
cdescubierto_preacordado_ratioavg6	1355.0970538775437
ccaja_ahorro	1350.1595912791672
edad_sobre_antiguedad	1342.5861479944433
mpayroll_vs_promedio	1339.6022920790128
mactivos_margen_lag2	1290.34928738093
ctarjeta_master	1260.9009417099878
mpayroll_sobre_edad	1258.406347641081
ctrx_quarter	1242.4604990379885
utilizacion_credito_visa	1163.2445672571776
edad_x_ctarjeta_visa	1161.1541315051436
prop_saldo_caja_ahorro	1138.094667851692
mactivos_margen_min6	1124.0614571440092
mactivos_margen_ratioavg6	1120.880324200727
Visa_fechaalta	1097.4538731552893
mpasivos_margen	1072.1687587904162
mactivos_margen_lag1	1067.259598340257
Master_fechaalta	1038.2174131349311
cliente_antiguedad	966.4082375499711
Master_Fvencimiento	962.9892400024692
ctrx_quarter_normalizado_ratioavg6	953.3707293511834
mrentabilidad_annual_lag2	948.5009313085466
edad_x_mpayroll	939.2768469477887
mcaja_ahorro_dolares_ratioavg6	928.8766691858764
mrentabilidad_annual	923.4202531913179
Visa_Fvencimiento	913.4971302280319
mcuentas_saldo_ratiomax6	896.3634296675446
mcuenta_corriente_ratiomax6	883.6683583855047
mcuentas_saldo_vs_maximo	870.3375425360864
tiene_ctarjeta_visa	870.1957821893739
mcuenta_corriente_min6	861.8535051929648
mcaja_ahorro_ratioavg6	847.449665767781
mrentabilidad	844.8193453290733
mcuenta_corriente_delta2	813.2175982252811
prop_saldo_cuenta_corriente	794.1231868035393
ratio_comisiones_saldo	787.9276932871435
cpayroll_trx_ratiomax6	787.7065707649454
mcomisiones_mantenimiento_ratioavg6	785.5773938828497
mactivos_margen_ratiomax6	783.3305859540706
ratio_payroll_consumo	764.2365514084813
ctrx_quarter_cv6	754.1772406129166
mcaja_ahorro_zscore	752.154586439312
cliente_edad_lag2	731.6152946934453
mcuenta_debitos_automaticos	725.256976395729
mcuentas_saldo_delta1	709.3224805478822
mrentabilidad_annual_delta2	707.6366627134848
ctarjeta_visa_transacciones_ratiomax6	706.7616542432806
Master_Finiciomora	705.8338727944065
mcuentas_saldo_zscore	688.5626004233491
mrentabilidad_annual_ratiomax6	688.5433901778306
mcuentas_saldo_cv6	682.5156364500872
mcuenta_corriente_lag1	682.2559197793598
ccomisiones_otras_cv6	679.8487944337539
mcuenta_debitos_automaticos_ratioavg6	672.1330218359362
kmes_tend6	672.0430657404358
Visa_mfinanciacion_limite	670.788658834761
cliente_edad_vs_promedio	670.0075018776115
mcaja_ahorro_cv6	667.3581928508938
cproductos_delta1	667.3319824892678
mtransferencias_recibidas	663.4461403895984
ctrx_quarter_cambio_tend	661.5456022807048
mactivos_margen_delta2	641.7523312121048
Master_mfinanciacion_limite	635.495542295801
cliente_edad_cv6	627.5115793159348
mcomisiones_mantenimiento_tend6	623.8884939977434
mpasivos_margen_cv6	616.3510546315811
Visa_msaldopesos	609.9241574657499
mcomisiones_mantenimiento_ratiomax6	609.6704235802754
