Feature	Gain
rf_009_005	414836.4893953858
ctrx_quarter_normalizado	260441.8242686468
mcaja_ahorro	120278.46377658383
edad_x_mcaja_ahorro	92902.50978684676
ctrx_quarter	73361.72703593266
mtarjeta_visa_consumo	52429.30670796444
cpayroll_trx	40851.86944031246
ctarjeta_visa_transacciones	30297.980140531916
rf_008_014	29975.34392272227
ctarjeta_visa_transacciones_ratioavg6	26754.35199518322
mcuenta_corriente	25974.367512600038
cproductos_ratioavg6	25545.00720975244
mcuentas_saldo	21054.407388319276
ctarjeta_visa	18433.422310724854
mactivos_margen	16609.06531993948
mpayroll	16130.907705191572
num_productos_activos	16011.758731782436
mpayroll_sobre_edad	15296.857250046256
Visa_mpagominimo	14441.430686745738
mcaja_ahorro_vs_promedio	14353.263689028598
edad_x_mpayroll	12367.451008293769
cdescubierto_preacordado_ratioavg6	12106.306705594063
cproductos	11636.929515501499
Visa_Finiciomora	11567.019606992966
ctarjeta_visa_transacciones_ratiomax6	11013.616104231456
Visa_mpagospesos	10942.66416546391
cdescubierto_preacordado	9982.048068284988
mpasivos_margen	9561.253380368562
ctarjeta_visa_ratioavg6	9508.959357380867
edad_x_ctarjeta_visa	9354.624247469095
mrentabilidad_annual_max6	8839.73522311257
ccaja_ahorro	8725.168575767835
cdescubierto_preacordado_tend6	8413.715453386307
mcuenta_corriente_tend6	8187.474472165108
mcuenta_corriente_ratioavg6	7806.402643520429
rf_007_009	7781.854427818209
ccomisiones_mantenimiento_ratioavg6	7162.285707251642
rf_016_003	7140.399263178231
Visa_msaldopesos	6729.743068111679
mcaja_ahorro_avg3	6506.701494069074
mactivos_margen_lag1	6428.6541029530445
Visa_delinquency	6293.02324185241
utilizacion_credito_visa	6264.140480869394
rf_004_001	6260.282687187195
mcuentas_saldo_vs_maximo	6167.1688664648955
mactivos_margen_lag2	6082.247104052365
mactivos_margen_min6	5928.872696898496
edad_sobre_antiguedad	5844.74666615362
mcuentas_saldo_ratiomax6	5732.555264973239
mactivos_margen_ratioavg6	5629.607108537108
cdescubierto_preacordado_delta2	5523.122007516387
mcaja_ahorro_dolares_ratioavg6	5438.578885955768
Visa_msaldototal	5431.51955523339
Master_fechaalta	5416.637802774199
ratio_payroll_consumo	5162.76777344003
prop_saldo_caja_ahorro	5146.042319222577
cproductos_delta1	5084.30413338542
mrentabilidad_annual_lag2	5054.730504465289
Visa_Fvencimiento	5050.25262769172
mpagomiscuentas	5019.623635507104
mcuenta_corriente_ratiomax6	4995.200057292645
mcomisiones_mantenimiento_ratioavg6	4912.146009998629
Visa_fechaalta	4897.604724773266
cliente_edad	4897.096301014832
tiene_ctarjeta_visa	4846.37864074111
cproductos_delta2	4816.586195260286
mttarjeta_visa_debitos_automaticos_ratioavg6	4751.276081285572
cproductos_ratiomax6	4682.324335545301
internet_avg6	4616.460097674513
cdescubierto_preacordado_delta1	4558.915406554937
prop_saldo_cuenta_corriente	4537.411430966866
mcuenta_corriente_delta2	4445.4325334956375
mtransferencias_recibidas	4370.829614235435
kmes_tend6	4367.331545877938
mrentabilidad_annual	4362.1062185019255
ctarjeta_visa_cv6	4358.312292899296
ctrx_quarter_normalizado_ratioavg6	4336.834779911675
mtarjeta_master_consumo	4336.37711762379
cliente_antiguedad	4299.700275611711
ctarjeta_visa_ratiomax6	4265.825053215027
mrentabilidad	4254.725172419279
ctrx_quarter_normalizado_delta1	4037.4806345412508
mcaja_ahorro_ratioavg6	4029.89373579307
mcaja_ahorro_zscore	4021.5043658167124
cliente_edad_lag2	3986.692975529499
mcuenta_corriente_avg6	3917.733167567435
ctrx_quarter_delta1	3894.818459250033
mcuenta_corriente_lag1	3882.721984429387
mcaja_ahorro_cv6	3859.810661707511
Visa_Finiciomora_delta1	3822.4074301719666
mpayroll_vs_promedio	3816.732360348771
Master_Finiciomora	3813.4573212862015
rf_003_012	3813.0402452349663
mactivos_margen_ratiomax6	3775.240420908097
mautoservicio	3765.2078598124162
Master_Fvencimiento	3759.0577792041004
mcaja_ahorro_vs_maximo	3742.3346232496297
cdescubierto_preacordado_ratiomax6	3737.573170542717
mcuenta_corriente_min6	3722.983249584112
mcuentas_saldo_zscore	3707.4312731204554
mcuentas_saldo_ratioavg6	3635.8510645297956
mcuentas_saldo_delta1	3625.0999633669853
mcomisiones_mantenimiento	3580.603935535997
Visa_mpagominimo_tend6	3566.22548059877
ctrx_quarter_cambio_tend	3508.030269426061
mcuenta_debitos_automaticos_ratioavg6	3497.000952957198
cliente_edad_vs_promedio	3470.811717391014
ctrx_quarter_ratioavg6	3456.2810046839577
mrentabilidad_annual_ratiomax6	3429.9980657759775
ccomisiones_otras_cv6	3391.3795555735496
mcuenta_debitos_automaticos	3367.7850899109617
mcomisiones_mantenimiento_ratiomax6	3346.0757091897394
mcuentas_saldo_ratio_avg3_avg6	3326.1112515725754
mcaja_ahorro_lag1	3320.443470019158
ctrx_quarter_cv6	3318.8562296579507
Visa_Fvencimiento_max6	3313.0579977482557
mcomisiones_mantenimiento_tend6	3307.714857041836
mcaja_ahorro_std6	3287.4545384184457
mcomisiones_otras_avg6	3255.2280488190427
ratio_comisiones_saldo	3229.746187561843
mrentabilidad_annual_avg6	3223.637913044473
Visa_mfinanciacion_limite	3212.6711755658685
ctrx_quarter_vs_maximo	3133.8689264049754
mttarjeta_visa_debitos_automaticos_ratiomax6	3125.238500695576
mactivos_margen_delta2	3112.780453512678
mcaja_ahorro_ratiomax6	3112.29387542784
ccallcenter_transacciones_cv6	3100.6400323472917
mcuentas_saldo_delta2	3098.819881201489
mcuenta_corriente_lag2	3095.2592548331486
ctarjeta_visa_transacciones_tend6	3057.353837749578
ccallcenter_transacciones_std6	3010.522028679465
cmobile_app_trx_tend6	3005.274222035645
mcuentas_saldo_momentum	2993.355974224115
mcuentas_saldo_tend6	2984.540823137553
catm_trx_other_cv6	2973.3034102144175
chomebanking_transacciones_max6	2951.1439807116985
mcaja_ahorro_ratio_avg3_avg6	2934.256747427862
Visa_Fvencimiento_avg6	2920.9193339077756
Master_fultimo_cierre_avg6	2915.577063327344
ctrx_quarter_ratiomax6	2897.0731632238203
cliente_edad_cv6	2889.5870186760153
chomebanking_transacciones_ratiomax6	2881.5397612974266
ctrx_quarter_vs_promedio	2868.8902681111067
chomebanking_transacciones_ratioavg6	2849.1282883314493
Master_mfinanciacion_limite	2847.8450072181877
chomebanking_transacciones_avg6	2846.9804234588673
Visa_mpagominimo_avg3	2823.913451703552
cliente_antiguedad_lag2	2808.8893908930017
