Feature	Gain
ctrx_quarter_normalizado	60030.09532546997
rf_009_005	22544.98095703125
mcuenta_corriente	10351.722977638245
num_productos_activos	10320.989990234375
mcaja_ahorro	9769.807134628296
cpayroll_trx	6801.492124795914
mtarjeta_visa_consumo	5478.480257987976
edad_x_mcaja_ahorro	3747.5786442756653
cproductos_ratioavg6	3728.3392581939697
ctarjeta_visa_transacciones_ratioavg6	3014.9102623462677
mpayroll	2010.0110392570496
mcuentas_saldo	1828.1797504425049
Visa_Finiciomora	1487.7363624572754
mactivos_margen	1262.6514019966125
cdescubierto_preacordado_ratiomax6	1260.1199951171875
Visa_mpagospesos	1243.1576623916626
cproductos	1215.6916284561157
cproductos_delta1	1215.2789764404297
ctarjeta_visa_transacciones	1135.1339569091797
ccaja_ahorro	1111.7528800964355
cdescubierto_preacordado_tend6	1039.4100341796875
cdescubierto_preacordado_delta2	1031.627914428711
Visa_mpagominimo	886.0693869590759
ccomisiones_mantenimiento_ratioavg6	803.9061889648438
ctrx_quarter_vs_promedio	767.47998046875
Visa_msaldopesos	726.2851009368896
rf_014_014	716.2139892578125
mrentabilidad_annual_max6	616.3704919815063
mpayroll_sobre_edad	579.6965198516846
mactivos_margen_lag1	551.185188293457
utilizacion_credito_visa	505.9137020111084
ctrx_quarter_vs_maximo	504.9820976257324
kmes_tend6	486.4659938812256
mpagomiscuentas	473.317889213562
cdescubierto_preacordado	473.08760833740234
mtransferencias_recibidas	460.19209384918213
mactivos_margen_lag2	454.7398042678833
mpayroll_vs_promedio	447.97669982910156
Visa_Finiciomora_ratio_avg3_avg6	425.57501220703125
Visa_mpagominimo_tend6	404.09902733564377
mttarjeta_visa_debitos_automaticos_ratioavg6	395.66190242767334
ctarjeta_master_transacciones_ratiomax6	391.2617931365967
mcuentas_saldo_ratiomax6	389.02815341949463
Visa_delinquency_max6	373.33599853515625
mcuenta_debitos_automaticos	366.6203956604004
Master_mpagospesos_vs_promedio	361.0660095214844
mcaja_ahorro_dolares_ratioavg6	358.68800163269043
Master_Finiciomora	345.4872131347656
Visa_mpagominimo_avg3	329.4898958206177
mcuenta_corriente_tend6	327.7872009277344
mcuentas_saldo_vs_maximo	326.9790620803833
