Feature	Gain
Column_153	136055.56660227478
Column_1737	127654.29988888651
Column_105	102599.98361103609
Column_1710	93097.95561933517
Column_1708	64467.14274902642
Column_1721	58068.35994244367
Column_16	43233.915544092655
Column_14	39606.075298026204
Column_1235	38711.47719720006
Column_25	30502.17548729852
Column_1443	27181.754398547113
Column_1748	26987.15415559709
Column_20	25278.652792818844
Column_26	23911.95642304793
Column_1428	20219.860968634486
Column_1732	19885.291762150824
Column_19	18283.83818186447
Column_1445	17607.1491272375
Column_1457	16161.16529128328
Column_49	15821.114984296262
Column_1709	15786.133275419474
Column_1446	15529.692328054458
Column_50	14117.763605672866
Column_1444	12471.869793385267
Column_135	12085.960982434452
Column_1415	11931.560480240732
Column_1458	11557.878381263465
Column_154	10565.06995035708
Column_1433	10195.42384276539
Column_171	10136.418676171452
Column_134	9061.086571738124
Column_848	8087.761146407574
Column_1427	8052.50432266295
Column_1423	8031.50626200065
Column_145	7897.428410928696
Column_8	7654.907635290176
Column_31	7636.194047663361
Column_151	7468.921844616532
Column_1495	7022.644847717136
Column_1496	6963.201808679849
Column_1704	6938.816028445959
Column_3	6799.690774336457
Column_1701	6711.074163176119
Column_136	6569.584178764373
Column_9	6547.172875586897
Column_1605	6384.188796982169
Column_869	6362.620248958468
Column_825	6316.826785285026
Column_1259	6281.644819978625
Column_824	6030.520979598165
Column_1494	6008.260931424797
Column_1436	5964.752645839006
Column_169	5755.202759649605
Column_823	5742.061210330576
Column_1449	5593.763687092811
Column_1663	5591.204086508602
Column_125	5523.2172736898065
Column_24	5476.925050854683
Column_804	5395.494618218392
Column_1493	5376.511146631092
Column_1424	5232.69637523219
Column_147	5114.760069359094
Column_313	5057.358931537718
Column_1416	5021.524002294987
Column_1271	4967.848781187087
Column_800	4919.864630393684
Column_1606	4866.944405157119
Column_5	4834.844331871718
Column_138	4804.283338118345
Column_494	4798.690935704857
Column_1230	4737.8720480799675
Column_1250	4666.021366626024
Column_1742	4630.019765473902
Column_133	4628.929398335516
Column_111	4620.322517067194
Column_1533	4580.799763444811
Column_1434	4574.579115785658
Column_1738	4492.673425391316
Column_1685	4485.465650804341
Column_1535	4459.9426597468555
Column_675	4420.586576465517
Column_1254	4383.280979938805
Column_158	4379.879544723779
Column_1435	4348.820097696036
Column_1741	4311.401689428836
Column_1802	4272.21811529994
Column_10	4271.093044165522
Column_4	4255.220788709819
Column_1703	4238.876252517104
Column_795	4114.367353633046
Column_1265	4104.572015233338
Column_1391	4103.062850892544
Column_131	4057.530329335481
Column_1392	4049.2979537174106
Column_110	4020.2502441853285
Column_818	3950.1586274057627
Column_833	3889.790448382497
Column_733	3832.1612855158746
Column_792	3829.633088272065
Column_6	3821.8516818210483
Column_1256	3782.3993535861373
Column_15	3781.125504925847
Column_54	3777.4328646697104
Column_1747	3775.822481021285
