Feature	Gain
Column_1710	45497.482540130615
Column_1428	12610.450735926628
Column_50	7802.705727696419
Column_19	6772.854616165161
Column_26	4567.446073651314
Column_1449	4518.22623872757
Column_49	3791.1450741291046
Column_149	3602.477265715599
Column_1415	2391.3391896486282
Column_1664	1987.2604055404663
Column_1265	1944.838047504425
Column_851	1883.8492541313171
Column_14	1749.472223520279
Column_1445	1698.0390448570251
Column_20	1575.8545306921005
Column_825	1390.0223665237427
Column_1737	1332.747444152832
Column_1458	1082.7161847352982
Column_1457	1039.8635168075562
Column_869	964.7595552206039
Column_823	887.8390135765076
Column_1703	848.1123881340027
Column_1392	828.6083227396011
Column_1465	768.5170288085938
Column_675	715.6664192676544
Column_31	707.5280349254608
Column_132	689.8516216278076
Column_108	660.9719665050507
Column_1436	636.5624297857285
Column_1091	634.414400935173
Column_1393	577.63756108284
Column_29	561.0976881980896
Column_1125	558.7427750825882
Column_10	530.6795711517334
Column_774	510.5335865020752
Column_524	502.00638246536255
Column_1446	500.31354999542236
Column_62	482.57163667678833
Column_1701	444.1816132068634
Column_804	435.99959671497345
Column_145	428.7365036010742
Column_131	427.07391357421875
Column_151	423.4641103744507
Column_1427	417.3674386739731
Column_1423	412.21613073349
Column_313	405.735738158226
Column_109	404.3769544363022
Column_15	397.2296190261841
Column_5	377.38821375370026
Column_1443	374.6527005434036
Column_497	367.6657087802887
Column_494	364.94754469394684
Column_1424	361.74117374420166
Column_3	357.77098989486694
Column_70	357.0084818601608
Column_8	356.2185945510864
Column_921	354.39881134033203
Column_504	352.1449890136719
Column_759	348.50803554058075
Column_1250	346.17444252967834
Column_136	345.35201585292816
Column_79	344.21385502815247
Column_1432	342.20488452911377
Column_738	333.0372121334076
Column_1310	322.41414296627045
Column_566	319.7291260957718
Column_1557	315.784854888916
Column_528	314.733002781868
Column_1175	308.4643715620041
Column_505	306.72415030002594
Column_1347	302.6495398283005
Column_1655	298.30665040016174
Column_306	294.885897397995
Column_795	292.86102521419525
Column_1369	292.53834795951843
Column_302	291.20317220687866
Column_134	288.7562572956085
Column_125	288.3341202735901
Column_1385	283.31002020835876
Column_1403	276.5068910121918
Column_786	275.93696117401123
Column_4	275.2262110710144
Column_1254	274.3838177919388
Column_800	272.94275999069214
Column_23	270.0311789512634
Column_421	269.04553043842316
Column_1296	268.85736632347107
Column_1716	264.72195768356323
Column_1270	264.623450756073
Column_25	261.5831378698349
Column_1685	259.11771857738495
Column_1399	258.1923325061798
Column_114	257.97845339775085
Column_1505	257.2896614074707
Column_506	254.03928911685944
Column_822	251.99569392204285
Column_1295	249.77921390533447
Column_147	248.19581419229507
Column_1425	245.15954041481018
Column_792	244.58039140701294
Column_158	244.39882171154022
Column_938	240.3341224193573
Column_1586	239.49464917182922
Column_1189	238.800208568573
Column_767	238.13782167434692
Column_565	236.6066906452179
Column_111	233.1378903388977
Column_1583	232.99375081062317
Column_783	232.71021509170532
Column_1183	230.87256288528442
Column_415	229.69938838481903
Column_1508	229.3678297996521
Column_1387	225.62555766105652
Column_1502	222.66510140895844
Column_1108	221.65547931194305
Column_1290	220.76357793807983
Column_1507	220.48346590995789
Column_478	219.94944953918457
Column_1496	218.33956933021545
Column_1238	217.308443069458
Column_1289	216.0896759033203
Column_1109	215.90569877624512
Column_818	215.40019047260284
Column_1468	213.5031599998474
Column_140	212.57904040813446
Column_819	212.2216398715973
Column_503	209.57850229740143
Column_16	208.39405000209808
Column_1606	207.79239964485168
Column_526	204.98948669433594
Column_1174	204.81703960895538
Column_805	204.71675765514374
Column_464	203.4027111530304
Column_1431	202.06964004039764
Column_1540	201.37986063957214
Column_1230	198.73200058937073
Column_1206	197.76214706897736
Column_943	197.47669672966003
Column_1645	196.85370111465454
Column_1110	194.41434049606323
Column_133	194.10978841781616
Column_6	193.65780901908875
Column_875	193.00346207618713
Column_461	192.03977036476135
Column_1012	191.30131042003632
Column_159	190.44382166862488
Column_175	189.75137758255005
Column_1503	189.43088221549988
Column_1309	189.3699517250061
Column_1553	188.82600116729736
Column_1401	188.34805917739868
Column_1389	188.29250979423523
Column_1190	188.02618980407715
Column_1693	187.443918466568
Column_789	186.8029100894928
Column_316	186.0354392528534
Column_288	185.57415890693665
Column_54	185.46614563465118
Column_1686	184.8017498254776
Column_824	183.86705088615417
Column_143	183.55220878124237
Column_1140	182.64757776260376
Column_1256	182.4630023241043
Column_768	180.58613717556
Column_1217	180.22156071662903
Column_1248	179.93619012832642
Column_1609	179.84294772148132
Column_1689	179.63227927684784
Column_680	178.5535523891449
Column_1435	177.90425848960876
Column_798	177.25035846233368
Column_163	177.05717778205872
Column_330	175.22075045108795
Column_138	175.18773996829987
Column_836	174.03476667404175
Column_326	173.98759138584137
Column_314	172.87828934192657
Column_324	172.75435078144073
Column_525	172.72971242666245
Column_107	171.65463787317276
Column_1258	171.16543984413147
Column_118	170.93917989730835
Column_304	170.46584022045135
Column_787	169.69667994976044
Column_1196	169.36615991592407
Column_1559	168.08035016059875
Column_1346	167.77899980545044
Column_169	167.4854587316513
Column_1585	167.01564121246338
Column_1412	166.99166989326477
Column_1671	166.60882997512817
Column_1350	166.46013140678406
Column_1150	166.21751976013184
Column_993	165.61870050430298
Column_266	165.5333297252655
Column_1176	165.50014925003052
Column_1020	164.92135858535767
Column_1383	164.7258322238922
Column_801	164.6864664554596
Column_1216	164.47897958755493
Column_1060	164.4500494003296
Column_817	163.76830112934113
Column_651	163.41335272789001
Column_1667	162.15809059143066
Column_1204	162.1497311592102
Column_578	161.9231892824173
Column_1345	161.0206217765808
Column_845	160.9915313720703
Column_95	160.64944052696228
Column_1456	160.21377229690552
Column_603	159.5439112186432
Column_1411	159.1532986164093
Column_463	158.62963104248047
Column_679	158.2550699710846
Column_1605	158.019460439682
Column_276	157.81274271011353
Column_1172	157.41175150871277
Column_1224	157.046541929245
Column_784	156.80795001983643
Column_1098	156.6839587688446
Column_676	156.10543870925903
Column_443	155.0004494190216
Column_796	154.92155265808105
Column_22	154.0159592628479
Column_1229	152.95366168022156
Column_656	152.28570890426636
Column_295	152.269749045372
Column_1191	151.74447917938232
Column_1702	151.7147922515869
Column_1535	151.59308969974518
Column_341	151.49049139022827
Column_1413	151.19505846500397
Column_1391	149.2501392364502
Column_1533	149.10137844085693
Column_105	148.93722939491272
Column_321	148.60309505462646
Column_1600	147.91275787353516
Column_435	147.86173105239868
Column_501	146.14234137535095
Column_482	145.4798710346222
Column_1672	143.8441505432129
Column_1234	143.3456289768219
Column_852	143.27386009693146
Column_442	143.12814903259277
Column_1378	141.47059774398804
Column_1668	141.4648506641388
Column_1017	140.78843307495117
Column_110	140.7392692565918
Column_1011	140.5883640050888
Column_135	140.12492895126343
Column_217	139.83474016189575
Column_1222	139.780571103096
Column_1705	139.52809286117554
Column_164	139.23115050792694
Column_793	139.10260152816772
Column_785	139.03014945983887
Column_868	138.83109879493713
Column_1584	138.20406770706177
Column_1092	138.1466999053955
Column_1582	138.1241580247879
Column_1180	137.6030901670456
Column_1009	137.1843490600586
Column_1301	137.11149883270264
Column_606	136.7234809398651
Column_457	136.4497106075287
Column_160	136.07755827903748
Column_477	135.79517102241516
Column_36	135.27001953125
Column_1260	135.2534885406494
Column_315	135.19830918312073
Column_1319	134.78310990333557
Column_1437	134.5628798007965
Column_797	134.34120178222656
Column_1218	133.75222992897034
Column_1538	133.3637421131134
Column_1410	133.24487042427063
Column_1228	132.94387900829315
Column_1666	132.90146040916443
Column_1506	132.89575862884521
Column_1361	132.60904932022095
Column_480	132.2862684726715
Column_462	131.8119888305664
Column_1558	131.7361102104187
Column_1173	131.65095853805542
Column_280	131.4496294260025
Column_498	131.36482954025269
Column_831	131.16760861873627
Column_844	130.95292782783508
Column_572	130.2518343925476
Column_986	130.23899054527283
Column_152	130.19559037685394
Column_807	130.15409898757935
Column_1407	130.11350190639496
Column_446	129.97418129444122
Column_655	129.86131036281586
Column_318	129.6127188205719
Column_493	129.4945398569107
Column_842	129.30682754516602
Column_148	128.7884795665741
Column_171	128.57050895690918
Column_1318	128.38635861873627
Column_1406	127.22733891010284
Column_1704	127.19585049152374
Column_1294	126.58586061000824
Column_162	126.3540391921997
Column_389	126.291179895401
Column_1008	125.86304879188538
Column_9	125.24982750415802
Column_1408	125.2495789527893
Column_97	124.86334729194641
Column_420	124.79815006256104
Column_1106	124.5874297618866
Column_990	124.29882037639618
Column_1184	124.11101150512695
Column_1249	123.94956016540527
Column_1517	123.7274284362793
Column_459	123.61440849304199
Column_1661	123.03628015518188
Column_1610	123.02706027030945
Column_1448	122.65349841117859
Column_1659	122.51144027709961
Column_453	122.34363055229187
Column_1096	122.25772976875305
Column_982	121.80039978027344
Column_1090	121.68781900405884
Column_1221	121.2768006324768
Column_250	121.07697939872742
Column_1493	121.04719066619873
Column_1056	120.32583999633789
Column_942	120.2798011302948
Column_1181	119.9734400510788
Column_1746	119.86199140548706
Column_781	119.8078384399414
Column_1388	118.7978709936142
Column_405	117.72275996208191
Column_308	117.69020104408264
Column_1537	117.34932947158813
Column_417	116.77499055862427
Column_1469	116.7390308380127
Column_1669	116.59833860397339
Column_1231	116.49401092529297
Column_1414	116.39723026752472
Column_1205	116.01023006439209
Column_830	115.64719080924988
Column_1439	114.63494873046875
Column_1440	114.43980121612549
Column_1339	114.37540245056152
Column_1151	114.11248898506165
Column_227	113.22620105743408
Column_1405	112.91296017169952
Column_161	112.73763012886047
Column_926	112.41953039169312
Column_1242	112.22067606449127
Column_1536	111.67149007320404
Column_1665	111.61847043037415
Column_771	111.42819094657898
Column_1019	111.32872295379639
Column_837	111.14918041229248
Column_18	111.14600157737732
