numero_de_cliente	foto_mes	prob
249797738	202106	0.000010318284909161468
249986329	202106	1.6761586803185498e-8
250175946	202106	7.498838266044335e-8
250379482	202106	2.791650692478158e-7
250585571	202106	3.1301620270830055e-6
250687382	202106	0.000018580770386280995
250788091	202106	9.249560536794406e-8
251074770	202106	2.895834439913041e-6
251281372	202106	8.01105871747025e-8
251522756	202106	0.000034054862775124296
251713175	202106	4.155882957248894e-9
252108146	202106	7.896748618281876e-9
252528566	202106	4.3678645627264116e-7
252605654	202106	1.6042432431876325e-6
252817721	202106	1.7232811690909265e-7
252913844	202106	6.369942295081226e-8
253105783	202106	1.5095083676449042e-8
253343017	202106	4.4300101969227714e-7
253569457	202106	2.914979825542698e-8
254323959	202106	1.180496829504618e-7
254470031	202106	3.781968758549931e-8
254557547	202106	7.505464291590612e-7
254619391	202106	8.214203216094081e-9
256233632	202106	0.3399050463594824
256315451	202106	2.472029356178089e-7
256523880	202106	7.760277768593156e-7
256575580	202106	9.109118069731594e-8
257117580	202106	6.836614153609061e-6
257131576	202106	1.7033692620361885e-8
257365744	202106	1.1212316243161738e-6
257368742	202106	4.9225263621393885e-8
258252246	202106	6.079070910035884e-9
258694476	202106	1.1226803759754058e-9
259058388	202106	1.2501236485147302e-8
259095433	202106	2.3074973874582257e-7
261121203	202106	0.0012188555883155846
261375500	202106	2.1464823258310545e-7
261870087	202106	5.103671480620277e-8
262576092	202106	5.486772635090962e-6
262830030	202106	0.00001232627588081976
262925854	202106	1.7699715782133372e-7
262937161	202106	1.3934804462688555e-7
263237905	202106	2.2672131923817622e-7
263333080	202106	3.752667673369365e-9
263434882	202106	4.163030653577798e-8
264040546	202106	3.603346212138227e-8
264470812	202106	4.530972752458075e-8
264859224	202106	7.781501988572967e-6
264965408	202106	0.05531526249041259
265173026	202106	6.325359938018276e-7
265500977	202106	5.181510948813736e-9
265533727	202106	1.3878896273052654e-6
265737852	202106	1.5359547933788637e-6
266096726	202106	4.402008630156798e-6
266101534	202106	2.768918539868863e-6
266357657	202106	0.000014905424346824352
266811331	202106	2.2445979172733736e-8
266824098	202106	2.2113399869016628e-7
266996643	202106	1.8892841343911188e-6
267213160	202106	2.3710811885353924e-8
267308916	202106	3.1933564735438777e-7
267474535	202106	1.2743018580041673e-7
