numero_de_cliente	foto_mes	prob
249221323	202106	3.1512886320364143e-7
249227600	202106	3.794597034685078e-7
249234235	202106	0.0006293762365507048
249244449	202106	0.000025667032564864833
249244739	202106	0.000034725703041783126
249255456	202106	1.4450738011997305e-6
249255747	202106	6.285484008954238e-6
249257429	202106	0.00003312250164884051
249273979	202106	2.961754970643341e-6
249274782	202106	0.000019318548899030046
249275806	202106	0.000018629171012000775
249293450	202106	4.323281333803589e-7
249301323	202106	0.00008087544625267972
249302860	202106	1.6190006894259438e-6
249303228	202106	7.3557804945730344e-6
249320580	202106	0.0004065585704815135
249321238	202106	8.636424633519483e-7
249326925	202106	0.00020374689537124634
249333783	202106	0.00003413298670209162
249343629	202106	2.4544219117156315e-7
249350768	202106	7.403200948143782e-6
249353766	202106	0.00008395309516782225
249363100	202106	2.676478518198445e-7
249363168	202106	0.000011231291918664685
249364628	202106	4.488040247158217e-7
249365798	202106	1.6901700163641075e-6
249366447	202106	2.3503488583343097e-6
249366814	202106	1.0575032605757633e-7
249368642	202106	1.2433703374560138e-6
249369513	202106	1.3886021766933293e-7
249371844	202106	0.000014648193109723675
249373894	202106	8.446039676238346e-7
249374765	202106	6.774830673298559e-7
249376439	202106	9.937712786002454e-6
249378334	202106	6.701807918046961e-7
249381691	202106	1.2558598835493523e-6
249388625	202106	1.0338962234516023e-6
249391469	202106	4.335334844453966e-6
249400948	202106	4.89707241998198e-7
249404885	202106	2.7713862972476297e-6
249406703	202106	0.005340421003850997
249408599	202106	1.9699643421190105e-6
249411375	202106	6.938705114021079e-7
249412032	202106	6.735673494644604e-7
249416481	202106	1.7834747936302318e-6
249426763	202106	0.00001577589861497283
249427711	202106	0.00006172867723464947
249430845	202106	0.0000770764283859978
249432306	202106	8.065296402924772e-7
249452946	202106	1.4600997174007584e-7
249460820	202106	0.0013121632437605932
249461768	202106	0.000014661062880423835
249465047	202106	0.9962262960655477
249477225	202106	0.000020882759738132012
249480068	202106	0.0000329045768772446
249483501	202106	2.887560020500016e-7
249491153	202106	4.178742546334884e-8
249493416	202106	0.00002402108832939937
249494219	202106	5.315683972642552e-6
249502827	202106	3.327816836483459e-6
249502972	202106	6.959134057887163e-6
249508950	202106	7.931251387970132e-7
249509684	202106	7.795463562788746e-7
249511503	202106	0.00031428156044769896
249513476	202106	0.000021513985345012596
249514637	202106	1.8795524562233201e-6
249516533	202106	0.000022783009465878692
249519377	202106	0.0000641157655907828
249524629	202106	1.3117987837925681e-6
249531341	202106	0.000013699215776202646
249532724	202106	1.056841088785673e-6
249533894	202106	0.01978303765708961
249536661	202106	1.2914073255553561e-6
249538489	202106	1.1594184445821033e-6
249540965	202106	0.000011407781179399709
249560145	202106	0.003338123839799244
249562408	202106	7.836909860372496e-8
249565611	202106	0.000019635578365980875
249565688	202106	3.077556535109486e-6
249569334	202106	0.00008222354920273841
249577720	202106	3.1848992592176648e-6
249580854	202106	5.567660665505798e-7
249583040	202106	8.334506146893944e-7
249586328	202106	0.00002172977188549067
249588660	202106	0.000046714807478456516
249592742	202106	0.000022619048786232434
249596175	202106	5.00053193639843e-6
249608933	202106	0.00005377290674954498
249610026	202106	0.0001383743798610028
249626294	202106	0.00002140408745559764
249631179	202106	0.000018618171864407983
249648096	202106	1.5898702218884828e-6
249649702	202106	0.00005106110065373013
249651085	202106	0.013036077213173047
249654219	202106	0.23052651786620654
249655022	202106	0.00027844363467382014
249660786	202106	1.875598186907911e-6
249672964	202106	1.680453508527844e-6
249675082	202106	0.00030440899325179113
249676243	202106	0.0000655414720159381
249676687	202106	1.6723644670107967e-7
249693818	202106	0.0005034381329519996
249693963	202106	1.5572239526337743e-7
249695278	202106	0.00004729088280733521
249695645	202106	0.0036983079882161336
249701043	202106	2.735045054644553e-6
249702059	202106	1.361861699243268e-6
249705125	202106	0.00010725050759159445
249707533	202106	1.695062216318256e-7
249708549	202106	0.40426428257527736
249714023	202106	5.409225523297434e-7
249714313	202106	0.00010868776521932261
249715483	202106	4.098201690344116e-7
249717234	202106	0.000190897455013274
249726713	202106	5.63844196599492e-7
249732836	202106	2.7709085725855185e-6
249739113	202106	8.114414792162884e-7
249757635	202106	0.0010040937064097553
249767038	202106	0.014763079466389138
249768865	202106	0.0026264536706832996
249773972	202106	1.816552213606703e-6
249776372	202106	4.7053259249336566e-6
249783886	202106	4.152910013922583e-7
249787755	202106	0.0000101952685088092
249794604	202106	0.0118365063409722
249797738	202106	0.00003558623839856259
249801461	202106	6.168393201702276e-8
249803502	202106	0.0016737021048315577
249803647	202106	0.000024246161197774463
249805031	202106	1.4037209382074544e-6
249806636	202106	0.010377216530539368
249809121	202106	0.05515030509561196
249809480	202106	0.000153376577075166
249813127	202106	1.6427629848110543e-6
249832452	202106	3.5353062222453327e-6
249834134	202106	0.000011998161886573197
249836244	202106	4.386920755988581e-7
249843690	202106	1.122461813047756e-6
249851709	202106	6.480881185409309e-6
249853750	202106	1.7086436945815865e-6
249854408	202106	0.000026446900361174455
249860531	202106	5.95179814870949e-7
249860607	202106	2.782198223694036e-7
249865783	202106	7.832349821427614e-6
249885988	202106	1.0125629947361556e-6
249905817	202106	0.16365175221742764
249912529	202106	4.4441915317469965e-7
249914502	202106	0.0001097891044394876
249924049	202106	1.0475470612992462e-8
