Feature	Gain
ctrx_quarter_normalizado	1340898.7859807014
rf_014_007	904465.8603205681
mcaja_ahorro	344147.0116715431
ctrx_quarter	268588.56537628174
rf_001_005	255300.58692073822
ctarjeta_visa_ratioavg6	188951.11034154892
ctarjeta_visa_transacciones	154806.23650169373
mtarjeta_visa_consumo	152239.5440711975
mcuenta_corriente	150832.38373088837
rf_002_005	149965.84476327896
cpayroll_trx	114490.11850833893
mcuentas_saldo	100227.8330001831
ctarjeta_visa	90415.79285049438
ctarjeta_visa_transacciones_ratioavg6	82722.08385038376
mpayroll	75297.69568252563
mprestamos_personales_ratioavg6	70937.92754459381
cdescubierto_preacordado	68424.60232877731
mprestamos_personales_ratiomax6	62295.49150133133
mpayroll_sobre_edad	61346.60293054581
cdescubierto_preacordado_tend6	60637.23092365265
Visa_mpagospesos	58012.34937286377
ctarjeta_visa_transacciones_ratiomax6	56632.961997032166
Visa_Finiciomora	53186.78982114792
cproductos_ratioavg6	50394.780149936676
mprestamos_personales	50212.39198541641
rf_001_010	47767.53113460541
Visa_msaldototal	39830.28226327896
Visa_mpagominimo	36915.37023591995
mactivos_margen	30445.66270685196
mpayroll_ratioavg6	29839.426537513733
Visa_Finiciomora_delta1	27080.731209754944
cdescubierto_preacordado_ratioavg6	26656.138427734375
ccaja_ahorro	26603.73016309738
ctarjeta_visa_ratiomax6	26164.51524734497
mcuenta_corriente_tend6	24788.69026184082
mpasivos_margen	23941.982718467712
Visa_msaldopesos	22865.66534471512
mcaja_ahorro_lag1	22149.555763721466
Visa_status	21712.148499965668
ctrx_quarter_delta1	20853.748968601227
mcaja_ahorro_ratioavg6	20006.222050189972
mtarjeta_master_consumo	19195.931668758392
ccaja_seguridad	19015.502389431
kmes_tend6	18719.74719953537
ccomisiones_mantenimiento_ratioavg6	17982.522891044617
ctrx_quarter_normalizado_ratioavg6	17885.741206645966
mpagomiscuentas	17723.936024188995
ctrx_quarter_ratioavg6	17579.153208732605
mcuentas_saldo_ratiomax6	17405.654000759125
cproductos	17069.20593547821
mcuenta_corriente_delta2	16650.827745437622
mtransferencias_recibidas	16198.31199502945
Master_fechaalta	16039.532173633575
mrentabilidad_annual_max6	15721.987133979797
mcuenta_corriente_ratioavg6	14797.038555145264
cprestamos_personales_delta2	14709.380402565002
Visa_mpagominimo_tend6	14703.09426164627
mprestamos_personales_min6	14408.386441230774
cliente_edad	14357.114461898804
Master_delinquency	13992.658843517303
mactivos_margen_min6	13741.977635383606
mprestamos_personales_delta2	12895.535500526428
cpayroll_trx_ratiomax6	12715.618550300598
cproductos_ratiomax6	12107.20194864273
mcuentas_saldo_ratioavg6	12033.95058631897
mpasivos_margen_max6	11859.090901851654
mcaja_ahorro_dolares_ratioavg6	11815.874343395233
mttarjeta_visa_debitos_automaticos_ratiomax6	11719.564481258392
mautoservicio	11571.959871292114
mcuenta_debitos_automaticos	11512.128965377808
mcomisiones_mantenimiento_ratioavg6	11385.513104915619
ctrx_quarter_ratiomax6	11301.205399990082
mactivos_margen_lag1	11286.052464008331
Visa_mpagospesos_ratioavg6	11214.175662517548
mttarjeta_visa_debitos_automaticos_ratioavg6	11191.428770542145
mttarjeta_visa_debitos_automaticos_tend6	10616.010744571686
cliente_edad_lag2	10614.88259601593
ctrx_quarter_normalizado_delta1	10542.686136245728
internet_tend6	10384.890458106995
Visa_mpagospesos_tend6	10307.733805179596
cproductos_delta2	10217.986669540405
ccaja_ahorro_tend6	10200.174584388733
cproductos_delta1	10181.812151432037
mcuentas_saldo_delta2	10101.5970993042
Visa_fultimo_cierre_lag1	9944.160249710083
cpayroll_trx_ratioavg6	9911.98039484024
cliente_antiguedad	9633.941393375397
Visa_delinquency_ratioavg6	9413.384750366211
mprestamos_personales_tend6	9409.79374074936
Visa_fechaalta	9354.466672420502
mrentabilidad_max6	9353.388365745544
mcuenta_corriente_max6	9350.556493282318
mcuenta_corriente_lag1	9304.299337863922
mcaja_ahorro_ratiomax6	9071.33060503006
mpayroll_sobre_edad_ratioavg6	8973.877236366272
ccuenta_debitos_automaticos_ratioavg6	8925.930921554565
mcuenta_corriente_avg6	8911.48303604126
kmes_ratioavg6	8890.00037574768
cdescubierto_preacordado_ratiomax6	8869.91333580017
mcaja_ahorro_dolares_ratiomax6	8789.484898090363
mcuenta_corriente_ratiomax6	8777.9707736969
mcomisiones_mantenimiento	8769.89101934433
mrentabilidad_annual_lag2	8733.394809246063
mactivos_margen_ratiomax6	8648.255072116852
internet_avg6	8636.17977142334
mcomisiones_mantenimiento_ratiomax6	8627.567676067352
thomebanking_ratioavg6	8608.97963142395
Master_mpagominimo	8490.749827384949
mprestamos_personales_delta1	8470.12072467804
kmes_lag2	8363.413259983063
mcuenta_corriente_min6	8344.841633796692
ctarjeta_master_transacciones_ratiomax6	8234.988656520844
rf_014_001	8202.983140945435
ctrx_quarter_tend6	8197.829503536224
Visa_mpagominimo_max6	8145.511675357819
mcuentas_saldo_lag1	8125.148939609528
Master_Finiciomora	8081.032363414764
mactivos_margen_lag2	8004.944767951965
mcuentas_saldo_delta1	7978.044182300568
ctarjeta_visa_transacciones_tend6	7916.753972053528
mcaja_ahorro_max6	7899.1458377838135
Master_fultimo_cierre_avg6	7815.1187353134155
mcuenta_debitos_automaticos_ratioavg6	7736.278386592865
Visa_msaldopesos_ratioavg6	7733.66113948822
Visa_mfinanciacion_limite	7655.038880348206
ctrx_quarter_delta2	7644.968444347382
Visa_fultimo_cierre_avg6	7628.227687358856
mcomisiones_max6	7613.200695514679
