Feature	Gain
rf_019_006	50353.61043167114
ctrx_quarter_min6	29753.2086186409
ctrx_quarter_normalizado_avg6	20568.865482330322
mcaja_ahorro	20221.6820602417
rf_018_006	19831.15000152588
rf_016_010	17623.792426109314
rf_014_007	15929.977242469788
mcuentas_saldo	15856.570785999298
mcaja_ahorro_ratiomax6	15464.692616939545
ctrx_quarter_avg6	11950.607572555542
ctarjeta_visa_ratiomax6	11809.849853515625
ctarjeta_master_ratiomax6	8535.994173049927
ctarjeta_visa	7209.557869911194
Visa_msaldopesos	6922.265307426453
rf_017_004	6077.10009765625
mpayroll	5943.590781211853
mpayroll_sobre_edad	5849.431323051453
cpayroll_trx	5817.728219985962
mprestamos_personales	5460.087009429932
ctarjeta_visa_min6	5361.160373687744
ctarjeta_visa_transacciones_min6	4604.541476249695
Visa_Finiciomora_tend6	4593.229148864746
Visa_mconsumototal	4399.578216552734
cdescubierto_preacordado	4369.245062828064
ctarjeta_visa_transacciones_ratiomax6	4271.370987892151
ctarjeta_visa_transacciones_ratioavg6	4210.193275928497
mpayroll_sobre_edad_min6	4207.8850440979
ctarjeta_debito_transacciones	4151.289496421814
mprestamos_personales_ratiomax6	3920.6293182373047
Visa_mpagospesos	3817.524761199951
mpayroll_lag1	3689.6908473968506
ctarjeta_visa_ratioavg6	3666.9240884780884
mtarjeta_visa_consumo_lag1	3628.389570236206
rf_015_009	3587.1359252929688
cproductos_delta2	3491.5592584609985
mpayroll_sobre_edad_ratioavg6	3392.70423412323
ctrx_quarter_normalizado	3043.545888900757
ctrx_quarter_normalizado_ratiomax6	2927.2625465393066
cdescubierto_preacordado_avg6	2853.039840698242
mcuenta_corriente	2841.7250242233276
rf_002_005	2746.9022102355957
Visa_mconsumospesos	2709.1975536346436
mpasivos_margen	2694.717586517334
Visa_mpagominimo	2477.565152168274
mcaja_ahorro_lag2	2467.1711807250977
mprestamos_personales_ratioavg6	2363.931227684021
mtarjeta_visa_consumo_ratiomax6	2292.2017135620117
Visa_delinquency	2255.9367027282715
