Feature	Gain
ctrx_quarter_normalizado	224422.27158927917
rf_014_007	81169.26888275146
mcaja_ahorro	67865.32023382187
rf_002_005	33898.73124885559
ctarjeta_visa_ratioavg6	24774.34033203125
mcuenta_corriente	24318.70929336548
rf_001_005	21491.0
ctarjeta_visa_transacciones	19612.349229812622
mtarjeta_visa_consumo	18868.875666618347
cpayroll_trx	18720.139234542847
mcuentas_saldo	14337.173658370972
ctarjeta_visa	12002.875497817993
cdescubierto_preacordado	11631.046630859375
mprestamos_personales_ratioavg6	11577.836032867432
ctarjeta_visa_transacciones_ratiomax6	10575.122714042664
ctarjeta_visa_transacciones_ratioavg6	10129.972952842712
mpayroll	9711.889640808105
Visa_Finiciomora	9562.268632888794
mprestamos_personales_ratiomax6	9043.203844070435
cproductos_ratioavg6	8922.802317619324
mprestamos_personales	7135.918354988098
Visa_mpagominimo	7037.770601272583
mpayroll_sobre_edad	6288.488509178162
Visa_mpagospesos	5705.924687862396
ccaja_ahorro	5369.6146030426025
rf_001_010	5295.516937255859
cdescubierto_preacordado_tend6	5217.205069541931
Visa_msaldototal	5060.103657722473
cdescubierto_preacordado_ratioavg6	4138.8903732299805
Visa_Finiciomora_delta1	3951.0007195472717
ccaja_seguridad	3756.4907693862915
mpayroll_ratioavg6	3487.6306581497192
mtarjeta_master_consumo	3447.2996740341187
ctrx_quarter	3434.616888523102
mpagomiscuentas	3377.1211833953857
mcaja_ahorro_lag1	3301.442317008972
kmes_tend6	3281.2483053207397
Visa_status	3039.5821170806885
ctrx_quarter_ratioavg6	2877.9006900787354
ctrx_quarter_normalizado_ratioavg6	2802.5306096076965
cprestamos_personales_delta2	2799.1863765716553
ccomisiones_mantenimiento_ratioavg6	2797.7265033721924
ctarjeta_master_transacciones_ratiomax6	2782.1879320144653
mactivos_margen	2689.922134399414
cproductos	2562.5451622009277
mcaja_ahorro_ratioavg6	2523.651783466339
Master_delinquency	2462.3744258880615
Master_fechaalta	2403.36820602417
mtransferencias_recibidas	2165.3981857299805
ctrx_quarter_delta1	2117.0135650634766
cproductos_delta1	2097.123697757721
cdescubierto_preacordado_delta1	1973.4539995193481
mprestamos_personales_delta2	1936.6593399047852
ctrx_quarter_ratiomax6	1928.3712792396545
mttarjeta_visa_debitos_automaticos_ratiomax6	1884.730085849762
Visa_msaldopesos	1737.7192182540894
mcuenta_corriente_tend6	1706.246033668518
mcuenta_debitos_automaticos	1695.7901000976562
mpayroll_avg6	1647.9908075332642
cliente_edad	1504.7827157974243
mcuentas_saldo_delta2	1494.397053718567
internet_tend6	1440.7261056900024
mpasivos_margen	1369.0267405509949
internet_max6	1364.3368091583252
ctarjeta_master	1362.0115203857422
mcaja_ahorro_dolares_ratioavg6	1306.3285055160522
cpayroll_trx_ratiomax6	1250.589500427246
cplazo_fijo_ratiomax6	1213.6282043457031
kmes_ratioavg6	1197.2729692459106
Visa_fechaalta_delta1	1182.8878936767578
mactivos_margen_lag1	1163.6312942504883
ccheques_emitidos_rechazados_avg6	1114.6183319091797
mcomisiones_mantenimiento	1090.7244892120361
mpayroll_sobre_edad_delta2	1084.901361465454
mpayroll_lag2	1079.9396152496338
Master_fultimo_cierre_max6	1063.9347043037415
Visa_mpagominimo_tend6	1061.2421712875366
Visa_mpagospesos_tend6	1049.9825344085693
mpayroll_delta2	1044.5606994628906
rf_014_001	1020.8954162597656
mcuentas_saldo_lag1	1009.3757495880127
cproductos_ratiomax6	986.3180923461914
cplazo_fijo	983.511950969696
mautoservicio	953.3537812232971
Visa_fultimo_cierre_delta2	949.1975898742676
ccaja_ahorro_tend6	936.1424055099487
mttarjeta_visa_debitos_automaticos_tend6	912.976803779602
ctrx_quarter_normalizado_delta1	904.0790014266968
Visa_delinquency	896.1149110794067
mrentabilidad_annual_max6	886.0763258934021
Visa_fultimo_cierre_lag1	871.9446973800659
Master_Finiciomora	866.093240737915
Visa_fechaalta	825.6434841156006
Master_mpagominimo	808.2621822357178
Master_Finiciomora_delta1	806.8121795654297
mprestamos_prendarios_min6	806.7362580299377
mcomisiones_mantenimiento_ratioavg6	787.3190760612488
ccuenta_debitos_automaticos_ratioavg6	774.2325472831726
cpayroll_trx_ratioavg6	770.5673885345459
thomebanking_ratioavg6	765.8528237342834
mactivos_margen_min6	756.8648204803467
ctarjeta_debito_tend6	755.3058052062988
mttarjeta_visa_debitos_automaticos_ratioavg6	749.063006401062
ctransferencias_emitidas_max6	745.333701133728
ctarjeta_visa_transacciones_tend6	719.4024167060852
mcuenta_corriente_ratioavg6	695.1520414352417
mcuenta_debitos_automaticos_ratioavg6	692.7913937568665
mcuentas_saldo_ratioavg6	683.9721937179565
cproductos_delta2	683.2941970825195
Master_msaldototal	667.2715678215027
ctarjeta_visa_transacciones_delta1	665.4245157241821
mcuentas_saldo_delta1	665.3068733215332
tcuentas	663.1226997375488
mpayroll_sobre_edad_ratioavg6	654.7574996948242
