Feature	Gain
ctrx_quarter_normalizado	548127.9777778685
rf_014_007	291046.0455119014
mcaja_ahorro	132054.78104296327
rf_002_005	122410.65518665314
ctrx_quarter	109965.03478732705
rf_001_005	108604.14914739132
ctarjeta_visa_transacciones	63750.425727665424
mcuenta_corriente	63008.22097146511
cpayroll_trx	52892.399129867554
mcuentas_saldo	50998.31672284007
ctarjeta_visa_transacciones_ratioavg6	45817.83896061778
mtarjeta_visa_consumo	44475.49266847968
ctarjeta_visa	42242.19238436222
rf_008_013	41422.55846571922
ctarjeta_visa_ratioavg6	34876.839419841766
rf_012_006	34263.469336509705
mcaja_ahorro_lag1	32417.446586430073
mpayroll	32191.17144370079
ctarjeta_visa_transacciones_ratiomax6	31011.579457730055
mprestamos_personales_ratiomax6	29255.050391048193
cdescubierto_preacordado	28209.576382279396
ctarjeta_visa_ratiomax6	27379.140770733356
mpayroll_sobre_edad	25155.077080875635
mcaja_ahorro_ratioavg6	24742.93372899294
cdescubierto_preacordado_tend6	23907.936631947756
Visa_mpagospesos	22110.78448703885
mprestamos_personales_ratioavg6	21711.01849463582
mprestamos_personales	21200.838537693024
cproductos_ratioavg6	20986.411525815725
Visa_msaldototal	19781.69916588068
Visa_mpagominimo	18737.292355388403
Visa_Finiciomora	18555.465872615576
Visa_msaldopesos	16543.611782222986
mactivos_margen	16507.042529404163
cdescubierto_preacordado_ratioavg6	14546.327375173569
mpasivos_margen	14189.693376481533
rf_001_010	13776.686112850904
ctrx_quarter_ratioavg6	12844.805416345596
mpayroll_ratioavg6	12618.34253782034
mcuenta_corriente_tend6	12239.564339637756
mcuenta_corriente_delta2	12222.42716294527
Visa_Finiciomora_delta1	11614.824799239635
cliente_edad	11416.139045476913
cdescubierto_preacordado_ratiomax6	11088.594781517982
ctarjeta_visa_tend6	11064.822786867619
mcuenta_corriente_ratioavg6	10236.603284925222
ccaja_ahorro	9966.622427105904
ctrx_quarter_normalizado_ratioavg6	9878.683450698853
Master_fechaalta	9783.751250684261
mcuentas_saldo_ratiomax6	9580.63984027505
mactivos_margen_min6	9307.61462765932
mrentabilidad_annual_max6	9285.982582300901
mprestamos_personales_min6	9083.579184770584
ctrx_quarter_delta1	8948.07730421424
ccomisiones_mantenimiento_ratioavg6	8637.29907810688
cproductos	8280.97922539711
mcaja_ahorro_ratiomax6	8264.605658501387
Master_Fvencimiento	8220.996634423733
cliente_edad_lag2	8215.929692149162
Visa_Fvencimiento	8192.981018811464
cliente_antiguedad	8141.566293895245
Visa_mpagominimo_tend6	8032.033371955156
Visa_mpagospesos_ratioavg6	7895.366648554802
mcuentas_saldo_ratioavg6	7857.153746455908
Visa_mfinanciacion_limite	7747.90176063776
mcomisiones_mantenimiento_ratioavg6	7726.051392734051
mcuenta_corriente_ratiomax6	7725.407928824425
cpayroll_trx_ratiomax6	7589.366781413555
mrentabilidad_annual	7466.242412298918
mtransferencias_recibidas	7453.802026927471
mprestamos_personales_tend6	7398.4142817258835
Visa_fechaalta	7375.338211804628
cproductos_ratiomax6	7311.850929886103
mactivos_margen_lag1	7296.333034306765
mtarjeta_master_consumo	7179.14762750268
mcuenta_corriente_lag1	7167.263936281204
mpasivos_margen_max6	7151.862293422222
mttarjeta_visa_debitos_automaticos_ratiomax6	7122.377195060253
kmes_tend6	6996.137688696384
mcuenta_corriente_min6	6988.784169763327
mrentabilidad	6918.977234423161
mprestamos_personales_delta2	6897.534245938063
ctrx_quarter_ratiomax6	6892.781650066376
mpagomiscuentas	6884.241515785456
cliente_edad_lag1	6823.003061294556
mcuenta_corriente_max6	6812.725584149361
mcuenta_corriente_avg6	6812.583854198456
mcaja_ahorro_dolares_ratioavg6	6775.251820534468
ctarjeta_master_ratioavg6	6765.127206414938
mcaja_ahorro_avg6	6595.191334813833
mrentabilidad_max6	6548.39096853137
mcaja_ahorro_min6	6469.7778541743755
ctrx_quarter_tend6	6465.471317708492
Visa_fultimo_cierre_avg6	6460.7189310491085
ctrx_quarter_normalizado_delta1	6398.503522783518
Visa_mconsumospesos	6391.900890916586
mttarjeta_visa_debitos_automaticos_ratioavg6	6361.623381853104
mactivos_margen_ratiomax6	6329.569988876581
Master_mfinanciacion_limite	6277.2794126570225
Visa_mpagominimo_max6	6260.627824425697
cliente_edad_min6	6253.5850802361965
mrentabilidad_annual_lag2	6248.327751368284
mcomisiones_max6	6222.727012783289
mcaja_ahorro_dolares_ratiomax6	6140.681835651398
ctrx_quarter_normalizado_ratiomax6	6131.623321145773
mcuentas_saldo_delta2	6118.175164163113
Visa_mpagospesos_tend6	6052.925403505564
ctrx_quarter_delta2	6050.089562803507
cliente_edad_avg6	6033.19485026598
mcuentas_saldo_delta1	5982.673205435276
mpayroll_ratiomax6	5941.478277802467
cpayroll_trx_ratioavg6	5906.570868700743
cproductos_delta2	5877.922220289707
mcuenta_debitos_automaticos	5855.845114350319
ccaja_seguridad	5833.509097367525
mautoservicio	5697.086362570524
mactivos_margen_ratioavg6	5684.537995070219
Master_fultimo_cierre_avg6	5621.357081890106
Visa_fultimo_cierre	5561.755540788174
Master_delinquency	5512.291456997395
cprestamos_personales_ratioavg6	5510.588779419661
mcaja_ahorro_max6	5496.712314873934
mcomisiones_mantenimiento_ratiomax6	5455.255595803261
internet_avg6	5412.925306946039
cliente_antiguedad_lag2	5401.216695219278
mpayroll_sobre_edad_ratioavg6	5382.055641382933
chomebanking_transacciones_ratioavg6	5360.749865531921
mcomisiones_mantenimiento	5309.9754828214645
mcaja_ahorro_tend6	5295.107362061739
mcuentas_saldo_lag1	5269.5482095479965
mpasivos_margen_ratiomax6	5262.541960477829
Visa_Fvencimiento_lag2	5210.6556169986725
mcuenta_debitos_automaticos_ratioavg6	5170.642814218998
Visa_Fvencimiento_max6	5152.721557497978
Visa_status	5139.748854845762
internet_tend6	5129.8595434725285
mcomisiones	5075.150861799717
cproductos_delta1	5059.214841753244
kmes_ratioavg6	5058.207021832466
mttarjeta_visa_debitos_automaticos_tend6	5035.2813502550125
chomebanking_transacciones_ratiomax6	5018.060704886913
Visa_mlimitecompra	5006.485556423664
cdescubierto_preacordado_avg6	5004.76047295332
Master_Fvencimiento_max6	4977.0774320960045
rf_006_011	4973.1452758312225
mrentabilidad_annual_delta2	4934.379259169102
mcuenta_corriente_lag2	4919.709491640329
mactivos_margen_delta2	4910.656190961599
Master_fultimo_cierre	4907.626910507679
ctrx_quarter_normalizado_tend6	4907.552080214024
Visa_Fvencimiento_min6	4895.689450591803
mrentabilidad_annual_ratiomax6	4892.614137113094
mactivos_margen_lag2	4847.750663429499
mpasivos_margen_ratioavg6	4834.231799274683
thomebanking_ratioavg6	4833.42655429244
cliente_antiguedad_ratioavg6	4822.823401838541
