Feature	Gain
ctrx_quarter_normalizado	222367.3100090027
rf_014_007	82944.95928382874
mcaja_ahorro	82032.58387708664
rf_001_005	42265.599609375
ctarjeta_visa_ratioavg6	25870.24289894104
mcuenta_corriente	25046.74390745163
rf_002_005	24445.88589477539
ctarjeta_visa_transacciones	23736.566546440125
cpayroll_trx	18610.37669277191
mtarjeta_visa_consumo	18158.460297584534
mcuentas_saldo	14801.912589073181
ctarjeta_visa	13095.153465270996
ctarjeta_visa_transacciones_ratioavg6	13008.18541431427
cdescubierto_preacordado	11972.446937561035
mprestamos_personales_ratioavg6	11000.65567111969
mprestamos_personales_ratiomax6	10669.536319255829
ctarjeta_visa_transacciones_ratiomax6	9928.570755958557
Visa_Finiciomora	9688.212673187256
cproductos_ratioavg6	9365.336924552917
mpayroll	9334.835788726807
mpayroll_sobre_edad	8096.617878913879
mprestamos_personales	7243.351682662964
Visa_mpagominimo	6754.4509291648865
Visa_mpagospesos	5986.917870521545
Visa_msaldototal	5612.76022195816
ccaja_ahorro	5571.938836097717
cdescubierto_preacordado_ratioavg6	5472.169952392578
rf_001_010	5078.525909423828
cdescubierto_preacordado_tend6	4068.9638175964355
mtarjeta_master_consumo	4021.1705684661865
ccaja_seguridad	3696.8183279037476
mcaja_ahorro_lag1	3624.2396535873413
mpagomiscuentas	3539.738006591797
kmes_tend6	3516.9061937332153
mpayroll_ratioavg6	3446.4138107299805
ctrx_quarter_normalizado_ratioavg6	3415.8860578536987
ctrx_quarter_ratioavg6	3297.9616928100586
ctrx_quarter	3195.9772748947144
Visa_status	3106.558256149292
Visa_Finiciomora_delta1	2992.745499610901
ccomisiones_mantenimiento_ratioavg6	2954.89031124115
ctarjeta_master_transacciones_ratiomax6	2925.870985031128
mactivos_margen	2815.3800904750824
Master_fechaalta	2754.776792526245
cproductos	2593.822781562805
mcaja_ahorro_ratioavg6	2556.0125799179077
cprestamos_personales_delta2	2270.1227815151215
cproductos_delta1	2245.4421787261963
Visa_mpagominimo_tend6	2169.8333253860474
ctrx_quarter_ratiomax6	2168.4873065948486
mtransferencias_recibidas	2163.785496711731
Master_delinquency	2107.499080657959
cdescubierto_preacordado_delta1	2065.1471910476685
mttarjeta_visa_debitos_automaticos_ratiomax6	2021.1872634887695
mprestamos_personales_delta2	1946.4621925354004
mcuenta_debitos_automaticos	1879.3504614830017
mpayroll_lag2	1729.014699935913
ctrx_quarter_delta1	1697.6627960205078
cpayroll_trx_ratiomax6	1675.6031036376953
mpasivos_margen	1620.6534509658813
mcuenta_corriente_tend6	1594.075246810913
cliente_edad	1578.7864799499512
mcuentas_saldo_delta2	1570.6804132461548
internet_tend6	1463.0135974884033
cplazo_fijo	1451.1826813220978
mactivos_margen_lag1	1444.0359225273132
mcaja_ahorro_dolares_ratioavg6	1344.6213264465332
Visa_mpagospesos_tend6	1298.4247331619263
ccheques_emitidos_rechazados_avg6	1295.377830028534
cprestamos_personales_ratioavg6	1281.4548902511597
internet_max6	1254.3013896942139
mcomisiones_mantenimiento	1253.3355164527893
mpayroll_avg6	1196.314308166504
ctarjeta_master	1181.1780090332031
mrentabilidad_annual_max6	1146.8923470973969
cproductos_delta2	1137.3702068328857
Visa_fultimo_cierre_delta2	1112.856388092041
mautoservicio	1100.2466125488281
Master_fultimo_cierre_max6	1077.0805795192719
cplazo_fijo_ratiomax6	1063.4399147033691
Master_Finiciomora_delta1	1051.5966033935547
ccaja_ahorro_tend6	1033.933391571045
ctrx_quarter_normalizado_delta1	1022.8654918670654
Master_Finiciomora	1015.4175968170166
mprestamos_personales_min6	1014.8280811309814
Visa_msaldopesos	1013.4015855789185
cpayroll_trx_ratioavg6	1008.91796875
mpayroll_sobre_edad_delta2	1004.9850959777832
Visa_delinquency	1001.4859237670898
mttarjeta_visa_debitos_automaticos_tend6	978.1211488246918
kmes_ratioavg6	973.3134889602661
cdescubierto_preacordado_delta2	968.7949981689453
mcuentas_saldo_lag1	965.0570373535156
Master_mpagominimo	958.904788017273
Visa_fechaalta_delta1	932.4938125610352
mcuentas_saldo_ratioavg6	919.3873567581177
mactivos_margen_min6	916.7571768760681
Visa_fultimo_cierre_lag1	903.2587103843689
mpayroll_delta2	888.3948984146118
mcomisiones_mantenimiento_ratioavg6	887.7991442680359
thomebanking_ratioavg6	881.5963006019592
ctarjeta_debito_tend6	881.1371126174927
Visa_Finiciomora_ratioavg6	877.494236946106
ctarjeta_visa_transacciones_tend6	875.3350582122803
mpayroll_sobre_edad_ratioavg6	868.9137487411499
Visa_fechaalta	864.2593131065369
mcuenta_corriente_delta2	853.0690970420837
internet_ratiomax6	845.9841022491455
mprestamos_prendarios_min6	827.0528726577759
ctransferencias_emitidas_avg6	817.1145401000977
cproductos_ratiomax6	809.6075763702393
cliente_antiguedad	761.2534379959106
ctrx_quarter_normalizado_delta2	755.0321912765503
ccuenta_debitos_automaticos_ratioavg6	751.733464717865
Visa_mpagominimo_delta1	742.5417857170105
mcuentas_saldo_delta1	739.4927287101746
Visa_msaldopesos_ratioavg6	719.115984916687
mcuentas_saldo_ratiomax6	716.5600023269653
mcuenta_debitos_automaticos_ratioavg6	708.7436203956604
ccomisiones_mantenimiento_tend6	707.9677691459656
mttarjeta_visa_debitos_automaticos_ratioavg6	706.0755758285522
Visa_mpagominimo_lag2	704.528913974762
Master_msaldototal	685.0377769470215
ctarjeta_visa_debitos_automaticos_ratioavg6	675.3570551872253
mprestamos_personales_delta1	672.4698286056519
tcuentas	670.5600128173828
Visa_Finiciomora_ratiomax6	664.4676895141602
mcaja_ahorro_dolares_ratiomax6	661.384428024292
mpayroll_delta1	649.0219883918762
mactivos_margen_lag2	647.2290406227112
Visa_mpagominimo_lag1	639.2562246322632
ccaja_ahorro_ratioavg6	617.8846883773804
Visa_fultimo_cierre_max6	612.2390794754028
cprestamos_hipotecarios	609.6831769943237
mrentabilidad_annual_lag2	609.1892824172974
ccuenta_debitos_automaticos_tend6	607.7761030197144
ccomisiones_otras_tend6	588.5371608734131
Master_mpagominimo_tend6	587.8752675056458
tcuentas_lag1	581.9419469833374
cliente_edad_lag2	571.2470149993896
internet_avg6	568.9508991241455
mpayroll_sobre_edad_lag2	567.3184080123901
tmobile_app	565.2192993164062
Visa_cconsumos_avg6	557.7067012786865
rf_014_001	551.2728042602539
chomebanking_transacciones_lag2	546.1619005203247
mcuenta_corriente_ratioavg6	538.1346106529236
ccallcenter_transacciones_ratiomax6	537.4539594650269
Visa_status_ratiomax6	536.372501373291
ctransferencias_recibidas_avg6	535.7405281066895
ccaja_ahorro_delta1	528.0872955322266
mcomisiones_mantenimiento_min6	526.352460861206
cdescubierto_preacordado_min6	526.1580200195312
rf_004_004	525.7839965820312
Visa_mpagospesos_ratiomax6	514.7629022598267
kmes_lag2	511.42810916900635
mcomisiones_mantenimiento_tend6	509.7230968475342
mcuenta_corriente_min6	509.5333037376404
mpayroll_ratiomax6	508.26794815063477
mcuentas_saldo_tend6	502.20238637924194
ctarjeta_master_delta2	501.55570554733276
kmes	499.7344648838043
ctransferencias_recibidas_max6	497.9205503463745
Visa_mpagominimo_max6	497.04188776016235
ccheques_emitidos_ratiomax6	486.92659187316895
mcaja_ahorro_lag2	484.366491317749
mcomisiones_otras_max6	483.4621591567993
mtransferencias_emitidas_max6	475.79897260665894
mcuenta_corriente_avg6	471.88686180114746
thomebanking	466.43929958343506
ccajas_consultas	466.4170036315918
mactivos_margen_ratiomax6	464.09700107574463
internet_lag1	463.86995792388916
cpagomiscuentas_tend6	450.8926992416382
mprestamos_personales_tend6	450.3844647407532
Master_Fvencimiento_delta1	448.97327280044556
mcomisiones_mantenimiento_ratiomax6	447.10101532936096
cmobile_app_trx_min6	437.05590629577637
ctarjeta_debito_transacciones	435.4712972640991
ccomisiones_mantenimiento_delta2	428.32769775390625
Visa_mpagominimo_avg6	427.54600048065186
Visa_fechaalta_ratioavg6	426.2074956893921
mcaja_ahorro_dolares_delta1	418.3740530014038
ctarjeta_visa_debitos_automaticos_avg6	417.8554883003235
Visa_cconsumos_max6	417.575119972229
Visa_fechaalta_tend6	416.7223973274231
chomebanking_transacciones_avg6	413.182514667511
cliente_antiguedad_lag2	412.1230001449585
chomebanking_transacciones_max6	409.3176488876343
cliente_antiguedad_ratioavg6	408.5248191356659
mprestamos_personales_avg6	408.05860137939453
mpayroll_sobre_edad_delta1	404.8882403373718
ccajas_consultas_avg6	403.62589168548584
ctransferencias_emitidas_max6	399.3984332084656
ccomisiones_mantenimiento_delta1	397.91529655456543
ccomisiones_otras_ratiomax6	397.02141761779785
mtransferencias_emitidas_ratiomax6	395.8879246711731
cprestamos_personales_avg6	393.5913906097412
mcuenta_corriente_ratiomax6	393.33647775650024
Master_Fvencimiento_max6	392.8081865310669
ccajas_consultas_max6	390.2095699310303
cliente_edad_avg6	384.6279993057251
mpayroll_tend6	384.4063596725464
Visa_mpagominimo_min6	384.3912515640259
ctrx_quarter_normalizado_tend6	383.8786516189575
cmobile_app_trx_lag2	382.94223141670227
ctransferencias_recibidas	382.5454978942871
mcaja_ahorro_dolares_lag2	382.1400032043457
ctarjeta_visa_debitos_automaticos_ratiomax6	380.36183166503906
mpasivos_margen_avg6	380.12665367126465
internet	378.7907176017761
cprestamos_personales_min6	378.66806077957153
mcuenta_debitos_automaticos_ratiomax6	376.43240547180176
ccomisiones_mantenimiento_avg6	376.0832676887512
mcomisiones_max6	375.0470781326294
