numero_de_cliente	foto_mes	prob
292895522	202108	1.3495260918145066e-9
293745268	202108	1.5830797430997905e-8
294153655	202108	0.9168120488127031
294215287	202108	2.540961394291254e-10
294665604	202108	3.1374417252792247e-6
295230934	202108	5.958042572560153e-7
295422156	202108	2.780449514487451e-8
296441604	202108	1.4717134140972713e-8
296731408	202108	9.826238620956824e-7
296789393	202108	0.0000362425563853968
296971631	202108	9.308788868909497e-10
297181521	202108	0.014090818493926113
297542145	202108	3.707394793986943e-10
297789003	202108	2.0542914998684987e-10
298202788	202108	9.744574528259384e-8
298842286	202108	6.390291836339201e-11
298946060	202108	1.0736687394566479e-8
299172210	202108	9.45575597543725e-6
299448453	202108	3.5897106996260976e-8
299888130	202108	0.00004947223235705994
299957267	202108	1.156904939937612e-8
299994757	202108	9.141269146607757e-7
300174006	202108	1.9666483906047006e-9
300243869	202108	1.895293215080253e-9
300480881	202108	0.00003825157306509209
300654374	202108	2.8939598456156885e-11
301890202	202108	1.4054409415879813e-9
302301219	202108	2.835655680017685e-8
303498021	202108	0.0000878011297671089
303582470	202108	0.0004042609113179714
303754067	202108	3.4466069763208862e-6
303874546	202108	8.596280765751928e-9
304417852	202108	1.4412001146139905e-8
304589083	202108	2.6178258133281313e-8
304701030	202108	1.930517361921709e-9
304788246	202108	4.676449437288349e-10
304945403	202108	1.5672357009429542e-8
305547488	202108	0.0002333167522497974
306282162	202108	3.020797008361068e-8
306336637	202108	1.3824734854343208e-8
306352683	202108	1.217590517359859e-6
306358951	202108	1.336983519741236e-9
306492922	202108	0.012197046791939675
306717825	202108	0.00008507176189479953
307000926	202108	1.4205003385552055e-9
307114188	202108	4.811152722267241e-8
308012935	202108	4.846369051400085e-7
308454363	202108	1.4866905669131264e-8
309268302	202108	3.916308983200592e-7
309462000	202108	6.010458356536885e-8
310349227	202108	1.6306815138700982e-10
310808375	202108	0.07498315591769415
310830475	202108	0.00002522364680058473
311137863	202108	5.4012086658337355e-8
311974484	202108	0.009938840108102753
313111122	202108	3.3472783201105614e-9
313121985	202108	1.894341952183788e-9
313207092	202108	5.527403388541294e-7
313681047	202108	4.730587920711259e-8
313898298	202108	0.0005761913586485107
314199196	202108	3.678172263083266e-8
314776704	202108	4.2680651629213964e-9
314902793	202108	2.1468188372617927e-8
315565775	202108	0.000012923244230512246
316084581	202108	0.000036550787990465136
316587187	202108	0.3822873625422165
316997402	202108	3.1131003232854823e-10
317751691	202108	0.000022244335392288004
318439105	202108	1.7868404777764938e-7
318508089	202108	2.824595086094171e-8
320520367	202108	0.000323799632069113
320832349	202108	1.161940495415154e-9
321137986	202108	1.085299179144999e-10
788719775	202108	7.63721378896831e-9
792770948	202108	1.1539902686206586e-8
794628546	202108	1.3758116329991574e-8
794668657	202108	4.078848296292588e-9
794998359	202108	0.00025990835244112375
795753229	202108	0.00015656790266582794
795885808	202108	3.0439602946195594e-9
796044639	202108	7.44992863850788e-9
796821823	202108	1.5324237125100667e-8
798963690	202108	1.6762114323081511e-10
799346561	202108	4.0723775892008655e-9
799484828	202108	4.661680744316974e-10
800181141	202108	2.271626947169745e-9
800686155	202108	0.000023928537106930233
800687982	202108	1.0669901366071593e-8
801315371	202108	0.8063497782346569
801362630	202108	1.6976920629447506e-8
801390922	202108	1.031011557499868e-7
801859480	202108	3.940584967378916e-10
802391924	202108	7.870506709636366e-9
802702301	202108	1.6771045591729016e-6
802963523	202108	7.275201368445584e-11
803005897	202108	5.1809573697697986e-8
803649622	202108	3.2239357199412004e-6
803826762	202108	1.8947749304816567e-8
804412801	202108	3.4873147006501092e-9
804426080	202108	0.00018766780807748254
804627140	202108	1.7582750996217885e-10
804816816	202108	4.070426425630711e-9
805393743	202108	0.000042910288031362664
805446689	202108	2.123558965589221e-7
805690413	202108	6.375186847179737e-7
806021499	202108	8.087692695374661e-7
806783739	202108	1.3484129097925839e-9
806827342	202108	4.355057235322247e-9
806832816	202108	2.7850483767075005e-9
806886489	202108	0.0003481839395560591
807066472	202108	3.294909072094298e-9
807119854	202108	1.504221158887832e-7
807134807	202108	7.315032278471826e-7
807198035	202108	0.2658083431857118
807377728	202108	5.355231862679321e-7
807836944	202108	0.000012857200246539633
808185536	202108	4.837103394281403e-9
808309439	202108	1.8443280944051687e-9
808644615	202108	2.371595211802531e-10
808893591	202108	6.291503445544133e-8
809039663	202108	2.8540783776549748e-9
809089979	202108	0.00395105317504692
809476274	202108	3.5014868338180826e-8
809947454	202108	2.4625714855170814e-9
810337540	202108	0.019757237496656962
810674245	202108	7.473174304168455e-7
810675927	202108	1.3582678171438613e-8
810784877	202108	2.3743934563361778e-8
811458218	202108	4.7221866159921946e-9
811664453	202108	2.5104667992602873e-9
811787553	202108	9.989239490630244e-6
811901610	202108	4.3630394881620003e-7
812868701	202108	5.089427094781229e-10
813025413	202108	1.0905511085284008e-7
815089177	202108	3.575237410978126e-10
815263404	202108	1.2077054713627227e-8
815300962	202108	1.5198181822219562e-9
815585668	202108	6.64437397297725e-9
816794288	202108	2.376928970006883e-9
816806756	202108	7.906475929582681e-7
816992940	202108	6.0336029544118535e-9
816998704	202108	0.000018473375184144177
817697929	202108	3.5805458342065694e-9
817952737	202108	0.9995224666568981
818120834	202108	3.9394922481631915e-10
459459913	202108	7.139585009113753e-8
459511040	202108	1.0990471916606444e-9
459938975	202108	7.651572580291933e-6
460016857	202108	1.1557999737424382e-8
460060905	202108	7.012877882924083e-9
460387106	202108	2.301891130030086e-8
460489642	202108	4.421142359483286e-9
460515022	202108	1.4830710758773866e-7
460599181	202108	1.8374769930121573e-6
460803161	202108	7.645441759986198e-7
460869669	202108	1.6104125616687957e-7
461175306	202108	0.08209787205980722
461236852	202108	9.690641318772044e-8
461433104	202108	2.2100310282307896e-9
461472557	202108	7.763741024588834e-10
461536588	202108	4.981357943665718e-8
461579030	202108	4.055928318225554e-9
461884813	202108	8.074360376092799e-8
462036060	202108	6.985087950718478e-9
462802382	202108	1.684552069561985e-9
462980760	202108	1.2136136332321487e-7
464161668	202108	1.6790503613471627e-7
464726563	202108	6.451134093720214e-10
465019732	202108	5.368065240322714e-7
465030373	202108	1.377927949975332e-9
465174259	202108	2.5276809212083723e-8
465361535	202108	0.0007168384226286531
465755558	202108	1.1347615470137896e-10
465977045	202108	1.7519427458434136e-10
466108676	202108	0.000012985639332460306
466836851	202108	0.00011440202904024674
466854135	202108	1.791460788682238e-9
467142855	202108	2.6376789869011864e-9
467797229	202108	3.3830731549110666e-9
467965326	202108	6.471875972634903e-8
468060492	202108	1.0878053682620574e-6
468422722	202108	3.6606195366141084e-7
468875089	202108	0.00875380882993779
468936131	202108	9.85670279793042e-8
469132306	202108	9.69988458635911e-10
469144407	202108	0.9672067483228672
469436047	202108	0.00004680175491177517
469527132	202108	1.0027841341585418e-8
470101506	202108	1.2097596229994687e-10
470152847	202108	3.762720556553104e-6
471645148	202108	8.287639170022979e-8
472014236	202108	3.532021387645588e-10
472485859	202108	1.515392329356591e-8
472586423	202108	0.9999961187039584
472639079	202108	8.335786557923177e-7
472850634	202108	2.545615908000245e-9
473450465	202108	3.402525422717387e-7
473939800	202108	9.267466531198742e-8
473940748	202108	1.1115875037855702e-8
474272790	202108	1.606140784558161e-7
