numero_de_cliente	foto_mes	prob
249221323	202106	1.7241789967546725e-6
249227600	202106	3.0891474149932876e-6
249234235	202106	0.0005830072106681916
249244449	202106	8.238812530342215e-6
249244739	202106	0.00007902380725536919
249255456	202106	2.2186470572124907e-6
249255747	202106	2.4259598294586637e-6
249257429	202106	0.000013687804677014699
249273979	202106	9.695164724087387e-6
249274782	202106	0.00003207565390675249
249275806	202106	9.6613508906738e-6
249293450	202106	6.832158795460042e-7
249301323	202106	0.00015208960836858405
249302860	202106	3.424240656259463e-7
249303228	202106	4.0657288614879065e-6
249320580	202106	0.0001742463024603623
249321238	202106	2.912944019972355e-6
249326925	202106	0.00017657760674911945
249333783	202106	0.00003706368902488089
249343629	202106	3.0307403656739103e-6
249350768	202106	1.4189365781004994e-6
249353766	202106	0.000027290620410773114
249363100	202106	6.16764339217443e-7
249363168	202106	0.000021099018413106806
249364628	202106	0.000011846477079590798
249365798	202106	1.3283083510127948e-6
249366447	202106	0.000011534695166348144
249366814	202106	6.636452080110029e-7
249368642	202106	2.0996540686552853e-6
249369513	202106	7.038667786020159e-7
249371844	202106	0.000011743236671954056
249373894	202106	2.4489652672266974e-6
249374765	202106	4.0310443325855966e-6
249376439	202106	0.0000572522717336629
249378334	202106	3.833228784857771e-6
249381691	202106	9.69464558989935e-7
249388625	202106	4.533660812890682e-6
249391469	202106	7.469010766248609e-6
249400948	202106	2.0576290097825987e-7
249404885	202106	5.129566290265859e-6
249406703	202106	0.0022872077563665526
249408599	202106	1.5970558852680644e-6
249411375	202106	9.333437417406896e-7
249412032	202106	3.8055850974984514e-6
249416481	202106	4.556213381985335e-6
249426763	202106	0.00002592780810126454
249427711	202106	0.00011999167002606563
249430845	202106	0.00008337255821246364
249432306	202106	5.086443641826709e-7
249452946	202106	1.6284050974706476e-7
249460820	202106	0.002662095209285829
249461768	202106	0.00003561496417551981
249465047	202106	0.9922859660065011
249477225	202106	8.791525862224587e-6
249480068	202106	0.00015756456333253756
249483501	202106	6.873074968253999e-7
249491153	202106	4.1537688140683397e-7
249493416	202106	0.00005627690285791602
