numero_de_cliente	foto_mes	prob
911672836	202106	0.006368330365552542
911857482	202106	0.08128865172253817
911936834	202106	0.006918282692771006
912426536	202106	0.0029138070256140625
913210501	202106	0.0058684139953879754
913458529	202106	0.0422100647754463
913501774	202106	0.005329135205193546
913525617	202106	0.009619076563382152
914108018	202106	0.022640751049025735
914219812	202106	0.008561575464422847
914394834	202106	0.005093999903551022
914469591	202106	0.005332169899714171
914639147	202106	0.004697053903762493
914904084	202106	0.008283078383321181
915010412	202106	0.28455464272067205
915249542	202106	0.005216655397301464
915760107	202106	0.003551264510570348
916069100	202106	0.8875859030227634
916291090	202106	0.018096921479378785
916294592	202106	0.31522188104565685
916318947	202106	0.007190797153210259
916919350	202106	0.02494174259073939
917070674	202106	0.01366676077687228
917091460	202106	0.002683686091984851
917708353	202106	0.007786567823008782
917889797	202106	0.0664524364199941
918049721	202106	0.00826100305074175
919610869	202106	0.0051724682808033965
919663525	202106	0.00849967951292648
920163219	202106	0.004714081803915082
920276550	202106	0.0052553010665398305
920418686	202106	0.0020144085209555904
921097927	202106	0.04541480058488321
921830918	202106	0.008214350869328391
921974369	202106	0.10331334752858531
923936398	202106	0.006339489488975001
923955579	202106	0.028472876249256523
924289875	202106	0.005660425549779938
925050791	202106	0.006248173340374355
925147717	202106	0.01402082755417853
925452039	202106	0.010108751687218536
925882382	202106	0.005913728212718015
927061463	202106	0.012590824109733114
927070071	202106	0.061369499259956016
927232770	202106	0.006521445065885551
927464171	202106	0.023985298892912597
927949792	202106	0.003475532705716221
928351108	202106	0.013936565680453478
928694013	202106	0.004479528460427816
930266536	202106	0.02943541032795227
930662097	202106	0.003444428954643495
930679304	202106	0.005988779458488121
930983191	202106	0.004289448426656159
931583457	202106	0.14151155758980843
932033783	202106	0.008645016939822368
932453622	202106	0.07464803817172581
933418296	202106	0.016607514340520622
934038255	202106	0.009354383166268897
934100168	202106	0.00556158055561585
934430818	202106	0.004057809025102581
935192033	202106	0.004206644978248198
935368225	202106	0.003222326271770736
936027415	202106	0.006879441623533444
937193004	202106	0.01790559691496191
937465609	202106	0.003108772365114214
938918312	202106	0.007260414081242896
939047834	202106	0.004885985822638314
939058329	202106	0.0044973290365089786
249565688	202106	0.02043814941177023
249596175	202106	0.01028868973635374
249843690	202106	0.04589451912544843
250272786	202106	0.11017336077880727
251050628	202106	0.05601868388378131
251369536	202106	0.004922931693312681
252411597	202106	0.004629126029449123
252771922	202106	0.04001070348447618
253086757	202106	0.02250777941613386
253228235	202106	0.02709183188822521
253312607	202106	0.0035034560421922712
253344990	202106	0.003234961221430353
253762421	202106	0.050507403292087964
254781288	202106	0.28080322936964375
255185448	202106	0.016014713781251584
255480948	202106	0.0036568205213937436
255767038	202106	0.018850800551014808
255859515	202106	0.019018520337437443
255924707	202106	0.02088288975027413
256003033	202106	0.06930920556058989
257242943	202106	0.01608777684131704
257496069	202106	0.058292907450058655
257533337	202106	0.050546171643793186
257640391	202106	0.005618267954706179
258084448	202106	0.0029205379246250002
258494151	202106	0.06545181793114496
258527114	202106	0.005311651918919096
258781846	202106	0.025129657628387862
258790010	202106	0.042630521259095985
258910710	202106	0.037584885613163165
259091351	202106	0.008246943165124058
259976760	202106	0.014636387751408516
260083156	202106	0.34471285514464206
260276701	202106	0.005731661526580016
260617931	202106	0.020516049672980638
260855020	202106	0.004567173836537828
261247361	202106	0.02105181853368051
261399778	202106	0.0017164669319887536
261943819	202106	0.003719411853257276
262200301	202106	0.010833559513142113
262302035	202106	0.004615022018005727
263226017	202106	0.06843790004477975
263451150	202106	0.02327119770990439
263490160	202106	0.13226052767297503
263582637	202106	0.016298991762106217
263705950	202106	0.006414492550840504
263925900	202106	0.02438661934963852
264409411	202106	0.10097728532656484
264506474	202106	0.007164351271911942
264559488	202106	0.005268173970695757
264637524	202106	0.007305308911998491
264822034	202106	0.010645417162111651
